accountNumber,ds,income,spending,y
100000500,2024-12,19825.13,12184.15,7640.98
100000500,2025-01,19825.13,11981.7,7843.43
100000500,2025-02,19825.13,12581.59,7243.54
100000500,2025-03,19825.13,13184.11,6641.02
100000500,2025-04,19825.13,12179.67,7645.46
100000500,2025-05,19825.13,13492.3,6332.83
100000500,2025-06,19825.13,12252.38,7572.75
100000500,2025-07,19825.13,12978.28,6846.85
100000500,2025-08,19825.13,11813.41,8011.72
100000500,2025-09,19825.13,12446.5,7378.63
100000500,2025-10,19825.13,11993.18,7831.95
100000500,2025-11,19825.13,12178.82,7646.31
100000500,2025-12,19825.13,12855.11,6970.02
100000500,2026-01,19825.13,12641.56,7183.57
100000500,2026-02,19825.13,11783.67,8041.46
100000500,2026-03,19825.13,13474.76,6350.37
100000500,2026-04,19825.13,13786.77,6038.36
100000500,2026-05,19825.13,11798.05,8027.08
100000500,2026-06,19825.13,12406.94,7418.19
100000500,2026-07,19825.13,12668.18,7156.95
100000501,2024-08,22827.09,9701.3,13125.79
100000501,2024-09,22827.09,8881.52,13945.57
100000501,2024-10,22827.09,8744.53,14082.56
100000501,2024-11,22827.09,9394.32,13432.77
100000501,2024-12,22827.09,9478.69,13348.4
100000501,2025-01,22827.09,8879.57,13947.52
100000501,2025-02,22827.09,8994.76,13832.33
100000501,2025-03,22827.09,9198.39,13628.7
100000501,2025-04,22827.09,9189.75,13637.34
100000501,2025-05,22827.09,9603.47,13223.62
100000501,2025-06,22827.09,8893.41,13933.68
100000501,2025-07,22827.09,9549.91,13277.18
100000501,2025-08,22827.09,8890.97,13936.12
100000501,2025-09,22827.09,9569.42,13257.67
100000501,2025-10,22827.09,9992.92,12834.17
100000501,2025-11,22827.09,9083.32,13743.77
100000501,2025-12,22827.09,9756.25,13070.84
100000501,2026-01,22827.09,8937.72,13889.37
100000501,2026-02,22827.09,8666.0,14161.09
100000501,2026-03,22827.09,8759.85,14067.24
100000501,2026-04,22827.09,8301.11,14525.98
100000501,2026-05,22827.09,8805.17,14021.92
100000501,2026-06,22827.09,9114.03,13713.06
100000501,2026-07,22827.09,9330.1,13496.99
100000502,2024-08,17103.55,10787.69,6315.86
100000502,2024-09,17103.55,11310.52,5793.03
100000502,2024-10,17103.55,12197.09,4906.46
100000502,2024-11,17103.55,11154.16,5949.39
100000502,2024-12,17103.55,9989.62,7113.93
100000502,2025-01,17103.55,11216.08,5887.47
100000502,2025-02,17103.55,11650.99,5452.56
100000502,2025-03,17103.55,11064.14,6039.41
100000502,2025-04,17103.55,10915.53,6188.02
100000502,2025-05,17103.55,10864.16,6239.39
100000502,2025-06,17103.55,10808.56,6294.99
100000502,2025-07,17103.55,10863.5,6240.05
100000502,2025-08,17103.55,11476.86,5626.69
100000502,2025-09,17103.55,10523.91,6579.64
100000502,2025-10,17103.55,11809.09,5294.46
100000502,2025-11,17103.55,10639.73,6463.82
100000502,2025-12,17103.55,11427.26,5676.29
100000502,2026-01,17103.55,11586.62,5516.93
100000502,2026-02,17103.55,11574.71,5528.84
100000502,2026-03,17103.55,11602.83,5500.72
100000502,2026-04,17103.55,10435.85,6667.7
100000502,2026-05,17103.55,11193.49,5910.06
100000502,2026-06,17103.55,11394.84,5708.71
100000502,2026-07,17103.55,11699.57,5403.98
100000503,2024-08,10971.81,5992.2,4979.61
100000503,2024-09,10971.81,6300.85,4670.96
100000503,2024-10,10971.81,5940.85,5030.96
100000503,2024-11,10971.81,6153.7,4818.11
100000503,2024-12,10971.81,6105.37,4866.44
100000503,2025-01,10971.81,5880.5,5091.31
100000503,2025-02,10971.81,6216.03,4755.78
100000503,2025-03,10971.81,6014.72,4957.09
100000503,2025-04,10971.81,6145.44,4826.37
100000503,2025-05,10971.81,6195.92,4775.89
100000503,2025-06,10971.81,5977.57,4994.24
100000503,2025-07,10971.81,6236.58,4735.23
100000503,2025-08,10971.81,6206.45,4765.36
100000503,2025-09,10971.81,6280.96,4690.85
100000503,2025-10,10971.81,6179.84,4791.97
100000503,2025-11,10971.81,6062.87,4908.94
100000503,2025-12,10971.81,6109.85,4861.96
100000503,2026-01,10971.81,5975.3,4996.51
100000503,2026-02,10971.81,6270.11,4701.7
100000503,2026-03,10971.81,5929.36,5042.45
100000503,2026-04,10971.81,6025.27,4946.54
100000503,2026-05,10971.81,6349.75,4622.06
100000503,2026-06,10971.81,6095.2,4876.61
100000503,2026-07,10971.81,5901.61,5070.2
100000504,2024-08,6789.75,5264.92,1524.83
100000504,2024-09,6789.75,4972.89,1816.86
100000504,2024-10,6789.75,5087.19,1702.56
100000504,2024-11,6789.75,4738.21,2051.54
100000504,2024-12,6789.75,5045.51,1744.24
100000504,2025-01,6789.75,5035.07,1754.68
100000504,2025-02,6789.75,5451.21,1338.54
100000504,2025-03,6789.75,5203.59,1586.16
100000504,2025-04,6789.75,5549.86,1239.89
100000504,2025-05,6789.75,5740.99,1048.76
100000504,2025-06,6789.75,4838.64,1951.11
100000504,2025-07,6789.75,5223.98,1565.77
100000504,2025-08,6789.75,4974.8,1814.95
100000504,2025-09,6789.75,4915.85,1873.9
100000504,2025-10,6789.75,5304.03,1485.72
100000504,2025-11,6789.75,4715.69,2074.06
100000504,2025-12,6789.75,4930.88,1858.87
100000504,2026-01,6789.75,5579.71,1210.04
100000504,2026-02,6789.75,4673.38,2116.37
100000504,2026-03,6789.75,5037.36,1752.39
100000504,2026-04,6789.75,5652.41,1137.34
100000504,2026-05,6789.75,5326.19,1463.56
100000504,2026-06,6789.75,5165.72,1624.03
100000504,2026-07,6789.75,4960.68,1829.07
100000505,2024-08,12582.84,7563.48,5019.36
100000505,2024-09,12582.84,7956.53,4626.31
100000505,2024-10,12582.84,7646.36,4936.48
100000505,2024-11,12582.84,7717.63,4865.21
100000505,2024-12,12582.84,7624.77,4958.07
100000505,2025-01,12582.84,7211.99,5370.85
100000505,2025-02,12582.84,7543.88,5038.96
100000505,2025-03,12582.84,7025.71,5557.13
100000505,2025-04,12582.84,7693.18,4889.66
100000505,2025-05,12582.84,7736.92,4845.92
100000505,2025-06,12582.84,7702.21,4880.63
100000505,2025-07,12582.84,7583.18,4999.66
100000505,2025-08,12582.84,7569.68,5013.16
100000505,2025-09,12582.84,7515.88,5066.96
100000505,2025-10,12582.84,8070.86,4511.98
100000505,2025-11,12582.84,7311.05,5271.79
100000505,2025-12,12582.84,8059.05,4523.79
100000505,2026-01,12582.84,8118.28,4464.56
100000505,2026-02,12582.84,7571.23,5011.61
100000505,2026-03,12582.84,7260.74,5322.1
100000505,2026-04,12582.84,7374.38,5208.46
100000505,2026-05,12582.84,7491.17,5091.67
100000505,2026-06,12582.84,8061.76,4521.08
100000505,2026-07,12582.84,7771.0,4811.84
100000506,2024-08,43184.42,18638.31,24546.11
100000506,2024-09,43184.42,18245.14,24939.28
100000506,2024-10,43184.42,18971.18,24213.24
100000506,2024-11,43184.42,18625.37,24559.05
100000506,2024-12,43184.42,18795.44,24388.98
100000506,2025-01,43184.42,18509.21,24675.21
100000506,2025-02,43184.42,18105.25,25079.17
100000506,2025-03,43184.42,18671.09,24513.33
100000506,2025-04,43184.42,18236.3,24948.12
100000506,2025-05,43184.42,19015.15,24169.27
100000506,2025-06,43184.42,18594.39,24590.03
100000506,2025-07,43184.42,18372.68,24811.74
100000506,2025-08,43184.42,19010.7,24173.72
100000506,2025-09,43184.42,18780.54,24403.88
100000506,2025-10,43184.42,17803.45,25380.97
100000506,2025-11,43184.42,18535.88,24648.54
100000506,2025-12,43184.42,18648.24,24536.18
100000506,2026-01,43184.42,18005.04,25179.38
100000506,2026-02,43184.42,18535.7,24648.72
100000506,2026-03,43184.42,18049.82,25134.6
100000506,2026-04,43184.42,18370.59,24813.83
100000506,2026-05,43184.42,17988.0,25196.42
100000506,2026-06,43184.42,19182.68,24001.74
100000506,2026-07,43184.42,19037.0,24147.42
100000507,2024-08,10294.55,5910.28,4384.27
100000507,2024-09,10294.55,6052.45,4242.1
100000507,2024-10,10294.55,6574.73,3719.82
100000507,2024-11,10294.55,6447.53,3847.02
100000507,2024-12,10294.55,6605.43,3689.12
100000507,2025-01,10294.55,6169.1,4125.45
100000507,2025-02,10294.55,6397.68,3896.87
100000507,2025-03,10294.55,6281.49,4013.06
100000507,2025-04,10294.55,7018.8,3275.75
100000507,2025-05,10294.55,6554.33,3740.22
100000507,2025-06,10294.55,6211.61,4082.94
100000507,2025-07,10294.55,6402.48,3892.07
100000507,2025-08,10294.55,6619.99,3674.56
100000507,2025-09,10294.55,6487.71,3806.84
100000507,2025-10,10294.55,6175.93,4118.62
100000507,2025-11,10294.55,6600.8,3693.75
100000507,2025-12,10294.55,6531.05,3763.5
100000507,2026-01,10294.55,6428.79,3865.76
100000507,2026-02,10294.55,6501.06,3793.49
100000507,2026-03,10294.55,6836.83,3457.72
100000507,2026-04,10294.55,6115.64,4178.91
100000507,2026-05,10294.55,6233.77,4060.78
100000507,2026-06,10294.55,6331.96,3962.59
100000507,2026-07,10294.55,6604.19,3690.36
100000508,2024-08,7689.2,4931.0,2758.2
100000508,2024-09,7689.2,5382.89,2306.31
100000508,2024-10,7689.2,5167.78,2521.42
100000508,2024-11,7689.2,5228.14,2461.06
100000508,2024-12,7689.2,5355.77,2333.43
100000508,2025-01,7689.2,5144.9,2544.3
100000508,2025-02,7689.2,5316.19,2373.01
100000508,2025-03,7689.2,5384.9,2304.3
100000508,2025-04,7689.2,5375.22,2313.98
100000508,2025-05,7689.2,5530.47,2158.73
100000508,2025-06,7689.2,4959.01,2730.19
100000508,2025-07,7689.2,5007.51,2681.69
100000508,2025-08,7689.2,4745.38,2943.82
100000508,2025-09,7689.2,5054.21,2634.99
100000508,2025-10,7689.2,4871.7,2817.5
100000508,2025-11,7689.2,5514.93,2174.27
100000508,2025-12,7689.2,5491.74,2197.46
100000508,2026-01,7689.2,5359.75,2329.45
100000508,2026-02,7689.2,5332.79,2356.41
100000508,2026-03,7689.2,5219.91,2469.29
100000508,2026-04,7689.2,5131.71,2557.49
100000508,2026-05,7689.2,5383.44,2305.76
100000508,2026-06,7689.2,5110.75,2578.45
100000508,2026-07,7689.2,5282.11,2407.09
100000509,2024-08,6556.84,5511.71,1045.13
100000509,2024-09,6556.84,5142.55,1414.29
100000509,2024-10,6556.84,5624.31,932.53
100000509,2024-11,6556.84,5018.63,1538.21
100000509,2024-12,6556.84,5470.82,1086.02
100000509,2025-01,6556.84,5572.89,983.95
100000509,2025-02,6556.84,4959.87,1596.97
100000509,2025-03,6556.84,4993.85,1562.99
100000509,2025-04,6556.84,5012.13,1544.71
100000509,2025-05,6556.84,5335.73,1221.11
100000509,2025-06,6556.84,5362.44,1194.4
100000509,2025-07,6556.84,5515.42,1041.42
100000509,2025-08,6556.84,5380.44,1176.4
100000509,2025-09,6556.84,5209.52,1347.32
100000509,2025-10,6556.84,5072.27,1484.57
100000509,2025-11,6556.84,4475.23,2081.61
100000509,2025-12,6556.84,5216.03,1340.81
100000509,2026-01,6556.84,5029.23,1527.61
100000509,2026-02,6556.84,4737.93,1818.91
100000509,2026-03,6556.84,4920.67,1636.17
100000509,2026-04,6556.84,5332.71,1224.13
100000509,2026-05,6556.84,4973.07,1583.77
100000509,2026-06,6556.84,5168.64,1388.2
100000509,2026-07,6556.84,5064.22,1492.62
100000510,2024-08,42546.15,21506.56,21039.59
100000510,2024-09,42546.15,21762.08,20784.07
100000510,2024-10,42546.15,21244.46,21301.69
100000510,2024-11,42546.15,22283.69,20262.46
100000510,2024-12,42546.15,21831.75,20714.4
100000510,2025-01,42546.15,21263.62,21282.53
100000510,2025-02,42546.15,22521.09,20025.06
100000510,2025-03,42546.15,21228.66,21317.49
100000510,2025-04,42546.15,21747.01,20799.14
100000510,2025-05,42546.15,20850.83,21695.32
100000510,2025-06,42546.15,21407.3,21138.85
100000510,2025-07,42546.15,21436.6,21109.55
100000510,2025-08,42546.15,21963.11,20583.04
100000510,2025-09,42546.15,20939.65,21606.5
100000510,2025-10,42546.15,21686.16,20859.99
100000510,2025-11,42546.15,21736.49,20809.66
100000510,2025-12,42546.15,21389.98,21156.17
100000510,2026-01,42546.15,21329.34,21216.81
100000510,2026-02,42546.15,20950.27,21595.88
100000510,2026-03,42546.15,21648.0,20898.15
100000510,2026-04,42546.15,20887.5,21658.65
100000510,2026-05,42546.15,21694.36,20851.79
100000510,2026-06,42546.15,21701.09,20845.06
100000510,2026-07,42546.15,21761.36,20784.79
100000511,2024-08,21113.41,7508.82,13604.59
100000511,2024-09,21113.41,5930.65,15182.76
100000511,2024-10,21113.41,7895.99,13217.42
100000511,2024-11,21113.41,6754.53,14358.88
100000511,2024-12,21113.41,6750.03,14363.38
100000511,2025-01,21113.41,7332.12,13781.29
100000511,2025-02,21113.41,8021.14,13092.27
100000511,2025-03,21113.41,6969.31,14144.1
100000511,2025-04,21113.41,6417.45,14695.96
100000511,2025-05,21113.41,7241.45,13871.96
100000511,2025-06,21113.41,6864.4,14249.01
100000511,2025-07,21113.41,7151.53,13961.88
100000511,2025-08,21113.41,7705.46,13407.95
100000511,2025-09,21113.41,6224.54,14888.87
100000511,2025-10,21113.41,7082.54,14030.87
100000511,2025-11,21113.41,7157.95,13955.46
100000511,2025-12,21113.41,6970.52,14142.89
100000511,2026-01,21113.41,6907.94,14205.47
100000511,2026-02,21113.41,7355.21,13758.2
100000511,2026-03,21113.41,7433.89,13679.52
100000511,2026-04,21113.41,7790.44,13322.97
100000511,2026-05,21113.41,6933.08,14180.33
100000511,2026-06,21113.41,7132.29,13981.12
100000511,2026-07,21113.41,7191.17,13922.24
100000512,2024-08,18865.67,10655.67,8210.0
100000512,2024-09,18865.67,10608.36,8257.31
100000512,2024-10,18865.67,10871.02,7994.65
100000512,2024-11,18865.67,11378.35,7487.32
100000512,2024-12,18865.67,11233.28,7632.39
100000512,2025-01,18865.67,11837.84,7027.83
100000512,2025-02,18865.67,10938.76,7926.91
100000512,2025-03,18865.67,11894.76,6970.91
100000512,2025-04,18865.67,10964.33,7901.34
100000512,2025-05,18865.67,10587.35,8278.32
100000512,2025-06,18865.67,12148.74,6716.93
100000512,2025-07,18865.67,11306.75,7558.92
100000512,2025-08,18865.67,11831.84,7033.83
100000512,2025-09,18865.67,12283.47,6582.2
100000512,2025-10,18865.67,10725.08,8140.59
100000512,2025-11,18865.67,11534.92,7330.75
100000512,2025-12,18865.67,11880.9,6984.77
100000512,2026-01,18865.67,11072.49,7793.18
100000512,2026-02,18865.67,11488.36,7377.31
100000512,2026-03,18865.67,11546.59,7319.08
100000512,2026-04,18865.67,11465.26,7400.41
100000512,2026-05,18865.67,11372.39,7493.28
100000512,2026-06,18865.67,11775.84,7089.83
100000512,2026-07,18865.67,11507.04,7358.63
100000513,2024-08,7499.9,5733.92,1765.98
100000513,2024-09,7499.9,5533.44,1966.46
100000513,2024-10,7499.9,5556.96,1942.94
100000513,2024-11,7499.9,5954.86,1545.04
100000513,2024-12,7499.9,5895.18,1604.72
100000513,2025-01,7499.9,5474.48,2025.42
100000513,2025-02,7499.9,5607.45,1892.45
100000513,2025-03,7499.9,5760.64,1739.26
100000513,2025-04,7499.9,5811.63,1688.27
100000513,2025-05,7499.9,5524.69,1975.21
100000513,2025-06,7499.9,5816.65,1683.25
100000513,2025-07,7499.9,5752.16,1747.74
100000513,2025-08,7499.9,5674.05,1825.85
100000513,2025-09,7499.9,5393.01,2106.89
100000513,2025-10,7499.9,6179.48,1320.42
100000513,2025-11,7499.9,6015.38,1484.52
100000513,2025-12,7499.9,5573.91,1925.99
100000513,2026-01,7499.9,5808.53,1691.37
100000513,2026-02,7499.9,5488.35,2011.55
100000513,2026-03,7499.9,6067.36,1432.54
100000513,2026-04,7499.9,5518.03,1981.87
100000513,2026-05,7499.9,5516.81,1983.09
100000513,2026-06,7499.9,5851.63,1648.27
100000513,2026-07,7499.9,6119.37,1380.53
100000514,2024-08,15273.31,11313.72,3959.59
100000514,2024-09,15273.31,11356.67,3916.64
100000514,2024-10,15273.31,10747.1,4526.21
100000514,2024-11,15273.31,10880.34,4392.97
100000514,2024-12,15273.31,10778.11,4495.2
100000514,2025-01,15273.31,11254.51,4018.8
100000514,2025-02,15273.31,11456.59,3816.72
100000514,2025-03,15273.31,11349.79,3923.52
100000514,2025-04,15273.31,11410.69,3862.62
100000514,2025-05,15273.31,10874.88,4398.43
100000514,2025-06,15273.31,11374.6,3898.71
100000514,2025-07,15273.31,11216.51,4056.8
100000514,2025-08,15273.31,11071.11,4202.2
100000514,2025-09,15273.31,11350.7,3922.61
100000514,2025-10,15273.31,11520.9,3752.41
100000514,2025-11,15273.31,10823.71,4449.6
100000514,2025-12,15273.31,11293.44,3979.87
100000514,2026-01,15273.31,10839.09,4434.22
100000514,2026-02,15273.31,10858.28,4415.03
100000514,2026-03,15273.31,10773.97,4499.34
100000514,2026-04,15273.31,10937.02,4336.29
100000514,2026-05,15273.31,11360.07,3913.24
100000514,2026-06,15273.31,10633.27,4640.04
100000514,2026-07,15273.31,10601.62,4671.69
100000515,2024-08,38435.23,15382.28,23052.95
100000515,2024-09,38435.23,18265.63,20169.6
100000515,2024-10,38435.23,17174.72,21260.51
100000515,2024-11,38435.23,17480.88,20954.35
100000515,2024-12,38435.23,16423.89,22011.34
100000515,2025-01,38435.23,16536.99,21898.24
100000515,2025-02,38435.23,17727.53,20707.7
100000515,2025-03,38435.23,15429.07,23006.16
100000515,2025-04,38435.23,16998.79,21436.44
100000515,2025-05,38435.23,16824.88,21610.35
100000515,2025-06,38435.23,15370.18,23065.05
100000515,2025-07,38435.23,16162.75,22272.48
100000515,2025-08,38435.23,17438.25,20996.98
100000515,2025-09,38435.23,15955.17,22480.06
100000515,2025-10,38435.23,15815.84,22619.39
100000515,2025-11,38435.23,15860.37,22574.86
100000515,2025-12,38435.23,15557.86,22877.37
100000515,2026-01,38435.23,15961.62,22473.61
100000515,2026-02,38435.23,16306.71,22128.52
100000515,2026-03,38435.23,16250.2,22185.03
100000515,2026-04,38435.23,16842.82,21592.41
100000515,2026-05,38435.23,16690.99,21744.24
100000515,2026-06,38435.23,17267.63,21167.6
100000515,2026-07,38435.23,16964.99,21470.24
100000516,2024-08,6471.62,4329.61,2142.01
100000516,2024-09,6471.62,4135.62,2336.0
100000516,2024-10,6471.62,4069.7,2401.92
100000516,2024-11,6471.62,4245.56,2226.06
100000516,2024-12,6471.62,4452.43,2019.19
100000516,2025-01,6471.62,4137.32,2334.3
100000516,2025-02,6471.62,4438.01,2033.61
100000516,2025-03,6471.62,4400.86,2070.76
100000516,2025-04,6471.62,4329.22,2142.4
100000516,2025-05,6471.62,4320.35,2151.27
100000516,2025-06,6471.62,4330.4,2141.22
100000516,2025-07,6471.62,4178.41,2293.21
100000516,2025-08,6471.62,4282.47,2189.15
100000516,2025-09,6471.62,4303.37,2168.25
100000516,2025-10,6471.62,4103.38,2368.24
100000516,2025-11,6471.62,4676.78,1794.84
100000516,2025-12,6471.62,4580.43,1891.19
100000516,2026-01,6471.62,4038.18,2433.44
100000516,2026-02,6471.62,4418.81,2052.81
100000516,2026-03,6471.62,4461.02,2010.6
100000516,2026-04,6471.62,4311.9,2159.72
100000516,2026-05,6471.62,4277.25,2194.37
100000516,2026-06,6471.62,4164.62,2307.0
100000516,2026-07,6471.62,4382.51,2089.11
100000517,2024-08,24885.37,9558.41,15326.96
100000517,2024-09,24885.37,9140.28,15745.09
100000517,2024-10,24885.37,9545.75,15339.62
100000517,2024-11,24885.37,9717.5,15167.87
100000517,2024-12,24885.37,9435.11,15450.26
100000517,2025-01,24885.37,9271.83,15613.54
100000517,2025-02,24885.37,9509.23,15376.14
100000517,2025-03,24885.37,9590.22,15295.15
100000517,2025-04,24885.37,9387.31,15498.06
100000517,2025-05,24885.37,9455.51,15429.86
100000517,2025-06,24885.37,9603.18,15282.19
100000517,2025-07,24885.37,9327.5,15557.87
100000517,2025-08,24885.37,9409.62,15475.75
100000517,2025-09,24885.37,9445.52,15439.85
100000517,2025-10,24885.37,9427.3,15458.07
100000517,2025-11,24885.37,9627.3,15258.07
100000517,2025-12,24885.37,9240.9,15644.47
100000517,2026-01,24885.37,9419.24,15466.13
100000517,2026-02,24885.37,9422.6,15462.77
100000517,2026-03,24885.37,9456.05,15429.32
100000517,2026-04,24885.37,9594.68,15290.69
100000517,2026-05,24885.37,9722.31,15163.06
100000517,2026-06,24885.37,9547.43,15337.94
100000517,2026-07,24885.37,10051.02,14834.35
100000518,2024-08,13321.63,8968.99,4352.64
100000518,2024-09,13321.63,9201.61,4120.02
100000518,2024-10,13321.63,8811.4,4510.23
100000518,2024-11,13321.63,8952.11,4369.52
100000518,2024-12,13321.63,9146.42,4175.21
100000518,2025-01,13321.63,8909.31,4412.32
100000518,2025-02,13321.63,8935.32,4386.31
100000518,2025-03,13321.63,8789.91,4531.72
100000518,2025-04,13321.63,8877.47,4444.16
100000518,2025-05,13321.63,8969.54,4352.09
100000518,2025-06,13321.63,9201.66,4119.97
100000518,2025-07,13321.63,8947.88,4373.75
100000518,2025-08,13321.63,8851.24,4470.39
100000518,2025-09,13321.63,8590.74,4730.89
100000518,2025-10,13321.63,9036.31,4285.32
100000518,2025-11,13321.63,9045.24,4276.39
100000518,2025-12,13321.63,8810.15,4511.48
100000518,2026-01,13321.63,9049.01,4272.62
100000518,2026-02,13321.63,9116.92,4204.71
100000518,2026-03,13321.63,8621.84,4699.79
100000518,2026-04,13321.63,9216.59,4105.04
100000518,2026-05,13321.63,8893.3,4428.33
100000518,2026-06,13321.63,9355.02,3966.61
100000518,2026-07,13321.63,9574.8,3746.83
100000519,2024-08,23779.38,11903.79,11875.59
100000519,2024-09,23779.38,14056.42,9722.96
100000519,2024-10,23779.38,13378.65,10400.73
100000519,2024-11,23779.38,11842.4,11936.98
100000519,2024-12,23779.38,12431.96,11347.42
100000519,2025-01,23779.38,12147.81,11631.57
100000519,2025-02,23779.38,12155.73,11623.65
100000519,2025-03,23779.38,11949.73,11829.65
100000519,2025-04,23779.38,13640.75,10138.63
100000519,2025-05,23779.38,12202.28,11577.1
100000519,2025-06,23779.38,13254.91,10524.47
100000519,2025-07,23779.38,13008.17,10771.21
100000519,2025-08,23779.38,11994.38,11785.0
100000519,2025-09,23779.38,13123.72,10655.66
100000519,2025-10,23779.38,11192.11,12587.27
100000519,2025-11,23779.38,13962.23,9817.15
100000519,2025-12,23779.38,12745.4,11033.98
100000519,2026-01,23779.38,11174.45,12604.93
100000519,2026-02,23779.38,11980.2,11799.18
100000519,2026-03,23779.38,12990.89,10788.49
100000519,2026-04,23779.38,13431.36,10348.02
100000519,2026-05,23779.38,12112.87,11666.51
100000519,2026-06,23779.38,13562.72,10216.66
100000519,2026-07,23779.38,12547.74,11231.64
100000520,2024-08,17941.2,10467.38,7473.82
100000520,2024-09,17941.2,9966.99,7974.21
100000520,2024-10,17941.2,10867.95,7073.25
100000520,2024-11,17941.2,11063.75,6877.45
100000520,2024-12,17941.2,10119.61,7821.59
100000520,2025-01,17941.2,9656.23,8284.97
100000520,2025-02,17941.2,9624.44,8316.76
100000520,2025-03,17941.2,11020.6,6920.6
100000520,2025-04,17941.2,10217.59,7723.61
100000520,2025-05,17941.2,9780.02,8161.18
100000520,2025-06,17941.2,10593.77,7347.43
100000520,2025-07,17941.2,9373.5,8567.7
100000520,2025-08,17941.2,10244.27,7696.93
100000520,2025-09,17941.2,10174.85,7766.35
100000520,2025-10,17941.2,10281.02,7660.18
100000520,2025-11,17941.2,11632.68,6308.52
100000520,2025-12,17941.2,10629.74,7311.46
100000520,2026-01,17941.2,10106.89,7834.31
100000520,2026-02,17941.2,10256.65,7684.55
100000520,2026-03,17941.2,10294.78,7646.42
100000520,2026-04,17941.2,10342.35,7598.85
100000520,2026-05,17941.2,10085.26,7855.94
100000520,2026-06,17941.2,10333.89,7607.31
100000520,2026-07,17941.2,10945.12,6996.08
100000521,2024-08,21025.25,10021.95,11003.3
100000521,2024-09,21025.25,9701.47,11323.78
100000521,2024-10,21025.25,9974.01,11051.24
100000521,2024-11,21025.25,9380.86,11644.39
100000521,2024-12,21025.25,8726.57,12298.68
100000521,2025-01,21025.25,9675.35,11349.9
100000521,2025-02,21025.25,9346.18,11679.07
100000521,2025-03,21025.25,10277.38,10747.87
100000521,2025-04,21025.25,9427.42,11597.83
100000521,2025-05,21025.25,9111.98,11913.27
100000521,2025-06,21025.25,9523.52,11501.73
100000521,2025-07,21025.25,9856.1,11169.15
100000521,2025-08,21025.25,9146.11,11879.14
100000521,2025-09,21025.25,9577.11,11448.14
100000521,2025-10,21025.25,8933.54,12091.71
100000521,2025-11,21025.25,9225.53,11799.72
100000521,2025-12,21025.25,9368.15,11657.1
100000521,2026-01,21025.25,9604.54,11420.71
100000521,2026-02,21025.25,9026.85,11998.4
100000521,2026-03,21025.25,8984.89,12040.36
100000521,2026-04,21025.25,9562.28,11462.97
100000521,2026-05,21025.25,9917.33,11107.92
100000521,2026-06,21025.25,9404.77,11620.48
100000521,2026-07,21025.25,8867.99,12157.26
100000522,2024-08,59774.29,26260.44,33513.85
100000522,2024-09,59774.29,25622.81,34151.48
100000522,2024-10,59774.29,23287.99,36486.3
100000522,2024-11,59774.29,23711.42,36062.87
100000522,2024-12,59774.29,22420.31,37353.98
100000522,2025-01,59774.29,23170.06,36604.23
100000522,2025-02,59774.29,24854.88,34919.41
100000522,2025-03,59774.29,24887.91,34886.38
100000522,2025-04,59774.29,24435.06,35339.23
100000522,2025-05,59774.29,25924.3,33849.99
100000522,2025-06,59774.29,23554.34,36219.95
100000522,2025-07,59774.29,25866.88,33907.41
100000522,2025-08,59774.29,22352.94,37421.35
100000522,2025-09,59774.29,23093.97,36680.32
100000522,2025-10,59774.29,24471.21,35303.08
100000522,2025-11,59774.29,23874.4,35899.89
100000522,2025-12,59774.29,24331.58,35442.71
100000522,2026-01,59774.29,23848.64,35925.65
100000522,2026-02,59774.29,23938.29,35836.0
100000522,2026-03,59774.29,25411.9,34362.39
100000522,2026-04,59774.29,26882.85,32891.44
100000522,2026-05,59774.29,23197.82,36576.47
100000522,2026-06,59774.29,24353.32,35420.97
100000522,2026-07,59774.29,22279.26,37495.03
100000523,2024-08,30102.15,10703.91,19398.24
100000523,2024-09,30102.15,10416.09,19686.06
100000523,2024-10,30102.15,10322.02,19780.13
100000523,2024-11,30102.15,10232.58,19869.57
100000523,2024-12,30102.15,10511.23,19590.92
100000523,2025-01,30102.15,10357.75,19744.4
100000523,2025-02,30102.15,10441.47,19660.68
100000523,2025-03,30102.15,10661.26,19440.89
100000523,2025-04,30102.15,10641.57,19460.58
100000523,2025-05,30102.15,10414.54,19687.61
100000523,2025-06,30102.15,10639.68,19462.47
100000523,2025-07,30102.15,10313.82,19788.33
100000523,2025-08,30102.15,10645.72,19456.43
100000523,2025-09,30102.15,10304.88,19797.27
100000523,2025-10,30102.15,10821.16,19280.99
100000523,2025-11,30102.15,10174.13,19928.02
100000523,2025-12,30102.15,10161.4,19940.75
100000523,2026-01,30102.15,10215.22,19886.93
100000523,2026-02,30102.15,10485.51,19616.64
100000523,2026-03,30102.15,10389.26,19712.89
100000523,2026-04,30102.15,10216.52,19885.63
100000523,2026-05,30102.15,10543.98,19558.17
100000523,2026-06,30102.15,10086.19,20015.96
100000523,2026-07,30102.15,10255.1,19847.05
100000524,2024-08,20416.31,13363.21,7053.1
100000524,2024-09,20416.31,12711.74,7704.57
100000524,2024-10,20416.31,12650.43,7765.88
100000524,2024-11,20416.31,12355.5,8060.81
100000524,2024-12,20416.31,12545.39,7870.92
100000524,2025-01,20416.31,12835.69,7580.62
100000524,2025-02,20416.31,12955.98,7460.33
100000524,2025-03,20416.31,13591.49,6824.82
100000524,2025-04,20416.31,12696.48,7719.83
100000524,2025-05,20416.31,12348.94,8067.37
