accountNumber,type,amount,frequency
100000714,loan_installment,844.99,monthly
100000714,subscription_debit,174.71,monthly
100000715,credit_card_min_payment,1053.68,monthly
100000715,subscription_debit,331.84,monthly
100000716,loan_installment,1454.01,monthly
100000716,credit_card_min_payment,316.65,monthly
100000716,subscription_debit,284.89,monthly
100000717,loan_installment,1427.63,monthly
100000717,subscription_debit,553.71,monthly
100000718,loan_installment,1369.73,monthly
100000718,subscription_debit,250.61,monthly
100000719,subscription_debit,243.48,monthly
100000720,loan_installment,976.97,monthly
100000720,subscription_debit,421.7,monthly
100000721,loan_installment,283.68,monthly
100000721,subscription_debit,191.45,monthly
100000722,loan_installment,2359.16,monthly
100000722,credit_card_min_payment,1246.2,monthly
100000722,subscription_debit,337.85,monthly
100000723,credit_card_min_payment,781.38,monthly
100000723,subscription_debit,364.34,monthly
100000724,loan_installment,4448.99,monthly
100000724,credit_card_min_payment,1118.15,monthly
100000724,subscription_debit,490.24,monthly
100000725,loan_installment,2491.47,monthly
100000725,credit_card_min_payment,1179.49,monthly
100000725,subscription_debit,287.62,monthly
100000726,credit_card_min_payment,1120.25,monthly
100000726,subscription_debit,330.02,monthly
100000727,credit_card_min_payment,404.96,monthly
100000727,subscription_debit,586.78,monthly
100000728,subscription_debit,296.64,monthly
100000729,credit_card_min_payment,423.86,monthly
100000729,subscription_debit,138.06,monthly
100000730,loan_installment,1284.87,monthly
100000730,credit_card_min_payment,597.49,monthly
100000730,subscription_debit,245.18,monthly
100000731,credit_card_min_payment,481.13,monthly
100000731,subscription_debit,332.49,monthly
100000732,credit_card_min_payment,1096.48,monthly
100000732,subscription_debit,295.65,monthly
100000733,credit_card_min_payment,189.34,monthly
100000733,subscription_debit,148.7,monthly
100000734,loan_installment,2943.31,monthly
100000734,credit_card_min_payment,1263.47,monthly
100000734,subscription_debit,363.98,monthly
100000735,loan_installment,4666.67,monthly
100000735,subscription_debit,446.94,monthly
100000736,credit_card_min_payment,220.06,monthly
100000736,subscription_debit,222.27,monthly
100000737,credit_card_min_payment,1193.08,monthly
100000737,subscription_debit,319.99,monthly
100000738,loan_installment,623.92,monthly
100000738,subscription_debit,213.15,monthly
100000739,loan_installment,2296.9,monthly
100000739,credit_card_min_payment,1004.66,monthly
100000739,subscription_debit,242.54,monthly
100000740,credit_card_min_payment,658.33,monthly
100000740,subscription_debit,312.39,monthly
100000741,credit_card_min_payment,919.24,monthly
100000741,subscription_debit,411.66,monthly
100000742,loan_installment,1146.39,monthly
100000742,subscription_debit,270.67,monthly
100000743,credit_card_min_payment,348.51,monthly
100000743,subscription_debit,246.62,monthly
100000744,subscription_debit,456.66,monthly
100000745,credit_card_min_payment,339.83,monthly
100000745,subscription_debit,303.24,monthly
100000746,subscription_debit,189.86,monthly
100000747,credit_card_min_payment,894.52,monthly
100000747,subscription_debit,152.48,monthly
100000748,credit_card_min_payment,2649.78,monthly
100000748,subscription_debit,285.07,monthly
100000749,credit_card_min_payment,563.56,monthly
100000749,subscription_debit,148.14,monthly
100000750,loan_installment,1418.73,monthly
100000750,credit_card_min_payment,503.64,monthly
100000750,subscription_debit,404.34,monthly
100000751,loan_installment,1165.0,monthly
100000751,subscription_debit,226.56,monthly
100000752,loan_installment,664.47,monthly
100000752,subscription_debit,242.89,monthly
100000753,loan_installment,742.46,monthly
100000753,credit_card_min_payment,1043.04,monthly
100000753,subscription_debit,241.38,monthly
100000754,credit_card_min_payment,1044.87,monthly
100000754,subscription_debit,393.42,monthly
100000755,loan_installment,1587.46,monthly
100000755,credit_card_min_payment,238.64,monthly
100000755,subscription_debit,350.02,monthly
100000756,loan_installment,519.51,monthly
100000756,subscription_debit,125.28,monthly
100000757,subscription_debit,344.81,monthly
100000758,credit_card_min_payment,567.34,monthly
100000758,subscription_debit,165.61,monthly
100000759,credit_card_min_payment,344.88,monthly
100000759,subscription_debit,305.47,monthly
100000760,loan_installment,1256.09,monthly
100000760,credit_card_min_payment,193.6,monthly
100000760,subscription_debit,428.73,monthly
100000761,loan_installment,2400.38,monthly
100000761,credit_card_min_payment,606.11,monthly
100000761,subscription_debit,200.24,monthly
100000762,loan_installment,2587.77,monthly
100000762,credit_card_min_payment,320.24,monthly
100000762,subscription_debit,224.78,monthly
100000763,loan_installment,3660.19,monthly
100000763,credit_card_min_payment,1927.73,monthly
100000763,subscription_debit,347.07,monthly
100000764,credit_card_min_payment,231.75,monthly
100000764,subscription_debit,228.62,monthly
100000765,credit_card_min_payment,272.69,monthly
100000765,subscription_debit,283.05,monthly
100000766,loan_installment,1434.44,monthly
100000766,subscription_debit,240.81,monthly
100000767,subscription_debit,279.47,monthly
100000768,subscription_debit,444.43,monthly
100000769,loan_installment,1104.97,monthly
100000769,subscription_debit,281.97,monthly
100000770,credit_card_min_payment,1848.62,monthly
100000770,subscription_debit,405.54,monthly
100000771,credit_card_min_payment,421.43,monthly
100000771,subscription_debit,515.25,monthly
100000772,credit_card_min_payment,437.72,monthly
100000772,subscription_debit,228.33,monthly
100000773,loan_installment,2102.48,monthly
100000773,credit_card_min_payment,970.32,monthly
100000773,subscription_debit,280.22,monthly
100000774,loan_installment,2364.41,monthly
100000774,subscription_debit,477.42,monthly
100000775,subscription_debit,377.63,monthly
100000776,loan_installment,1709.05,monthly
100000776,credit_card_min_payment,583.45,monthly
100000776,subscription_debit,348.84,monthly
100000777,loan_installment,2454.29,monthly
100000777,credit_card_min_payment,534.21,monthly
100000777,subscription_debit,182.65,monthly
100000778,loan_installment,1832.61,monthly
100000778,credit_card_min_payment,828.18,monthly
100000778,subscription_debit,458.19,monthly
100000779,loan_installment,4750.6,monthly
100000779,subscription_debit,386.55,monthly
100000780,loan_installment,2356.56,monthly
100000780,subscription_debit,484.32,monthly
100000781,loan_installment,2322.57,monthly
100000781,credit_card_min_payment,434.63,monthly
100000781,subscription_debit,319.07,monthly
100000782,subscription_debit,333.37,monthly
100000783,loan_installment,1367.1,monthly
100000783,subscription_debit,357.91,monthly
100000784,credit_card_min_payment,1755.54,monthly
100000784,subscription_debit,286.57,monthly
100000785,subscription_debit,164.64,monthly
100000786,loan_installment,1195.72,monthly
100000786,subscription_debit,151.78,monthly
100000787,subscription_debit,292.84,monthly
100000788,credit_card_min_payment,358.33,monthly
100000788,subscription_debit,127.09,monthly
100000789,loan_installment,1734.47,monthly
100000789,credit_card_min_payment,537.51,monthly
100000789,subscription_debit,205.52,monthly
100000790,loan_installment,727.6,monthly
100000790,subscription_debit,234.13,monthly
100000791,loan_installment,1359.86,monthly
100000791,credit_card_min_payment,563.81,monthly
100000791,subscription_debit,386.5,monthly
100000792,subscription_debit,473.52,monthly
100000793,credit_card_min_payment,772.71,monthly
100000793,subscription_debit,292.77,monthly
100000794,loan_installment,3751.12,monthly
100000794,credit_card_min_payment,1616.8,monthly
100000794,subscription_debit,430.1,monthly
100000795,loan_installment,1676.66,monthly
100000795,credit_card_min_payment,2226.69,monthly
100000795,subscription_debit,251.19,monthly
100000796,loan_installment,847.49,monthly
100000796,subscription_debit,365.27,monthly
100000797,credit_card_min_payment,2514.58,monthly
100000797,subscription_debit,276.86,monthly
100000798,subscription_debit,217.24,monthly
100000799,subscription_debit,262.45,monthly
100000800,loan_installment,1247.48,monthly
100000800,subscription_debit,272.41,monthly
100000801,credit_card_min_payment,261.74,monthly
100000801,subscription_debit,162.96,monthly
100000802,credit_card_min_payment,444.82,monthly
100000802,subscription_debit,368.64,monthly
100000803,subscription_debit,211.72,monthly
100000804,subscription_debit,226.31,monthly
100000805,subscription_debit,162.34,monthly
100000806,credit_card_min_payment,544.25,monthly
100000806,subscription_debit,281.25,monthly
100000807,subscription_debit,320.76,monthly
100000808,subscription_debit,226.06,monthly
100000809,subscription_debit,603.42,monthly
100000810,subscription_debit,293.4,monthly
100000811,credit_card_min_payment,465.98,monthly
100000811,subscription_debit,267.37,monthly
100000812,credit_card_min_payment,1054.01,monthly
100000812,subscription_debit,247.57,monthly
100000813,credit_card_min_payment,203.87,monthly
100000813,subscription_debit,355.59,monthly
100000814,credit_card_min_payment,313.1,monthly
100000814,subscription_debit,276.88,monthly
100000815,loan_installment,737.06,monthly
100000815,subscription_debit,314.04,monthly
100000816,loan_installment,1145.71,monthly
100000816,subscription_debit,424.22,monthly
100000817,credit_card_min_payment,1225.19,monthly
100000817,subscription_debit,398.2,monthly
100000818,loan_installment,1338.68,monthly
100000818,credit_card_min_payment,467.88,monthly
100000818,subscription_debit,249.83,monthly
100000819,loan_installment,493.64,monthly
100000819,subscription_debit,210.51,monthly
100000820,credit_card_min_payment,351.97,monthly
100000820,subscription_debit,197.62,monthly
100000821,credit_card_min_payment,1235.31,monthly
100000821,subscription_debit,336.29,monthly
100000822,loan_installment,270.52,monthly
100000822,subscription_debit,348.69,monthly
100000823,subscription_debit,242.7,monthly
100000824,subscription_debit,345.46,monthly
100000825,subscription_debit,204.6,monthly
100000826,credit_card_min_payment,2317.09,monthly
100000826,subscription_debit,477.31,monthly
100000827,loan_installment,1653.04,monthly
100000827,credit_card_min_payment,1232.16,monthly
100000827,subscription_debit,322.85,monthly
100000828,credit_card_min_payment,430.42,monthly
100000828,subscription_debit,249.5,monthly
100000829,loan_installment,2060.32,monthly
100000829,subscription_debit,190.05,monthly
100000830,credit_card_min_payment,836.24,monthly
100000830,subscription_debit,383.72,monthly
100000831,loan_installment,2309.09,monthly
100000831,credit_card_min_payment,2340.7,monthly
100000831,subscription_debit,525.71,monthly
100000832,subscription_debit,137.45,monthly
100000833,loan_installment,4481.28,monthly
100000833,credit_card_min_payment,3111.85,monthly
100000833,subscription_debit,466.1,monthly
100000834,loan_installment,621.36,monthly
100000834,subscription_debit,317.71,monthly
100000835,subscription_debit,328.25,monthly
100000836,credit_card_min_payment,274.7,monthly
100000836,subscription_debit,330.14,monthly
100000837,credit_card_min_payment,456.43,monthly
100000837,subscription_debit,352.32,monthly
100000838,loan_installment,1446.7,monthly
100000838,subscription_debit,149.28,monthly
100000839,credit_card_min_payment,260.12,monthly
100000839,subscription_debit,157.0,monthly
100000840,subscription_debit,182.75,monthly
100000841,credit_card_min_payment,154.94,monthly
100000841,subscription_debit,340.14,monthly
100000842,loan_installment,3988.23,monthly
100000842,credit_card_min_payment,1091.13,monthly
100000842,subscription_debit,351.12,monthly
100000843,subscription_debit,528.61,monthly
100000844,loan_installment,3644.27,monthly
100000844,subscription_debit,651.93,monthly
100000845,loan_installment,1563.22,monthly
100000845,credit_card_min_payment,235.36,monthly
100000845,subscription_debit,515.9,monthly
100000846,subscription_debit,790.73,monthly
100000847,loan_installment,968.46,monthly
100000847,subscription_debit,143.46,monthly
100000848,credit_card_min_payment,147.85,monthly
100000848,subscription_debit,200.07,monthly
100000849,subscription_debit,222.55,monthly
100000850,credit_card_min_payment,972.15,monthly
100000850,subscription_debit,586.86,monthly
100000851,subscription_debit,415.2,monthly
100000852,loan_installment,1341.78,monthly
100000852,subscription_debit,385.06,monthly
100000853,credit_card_min_payment,377.35,monthly
100000853,subscription_debit,287.6,monthly
100000854,credit_card_min_payment,190.32,monthly
100000854,subscription_debit,350.55,monthly
100000855,subscription_debit,314.45,monthly
100000856,subscription_debit,158.38,monthly
100000857,credit_card_min_payment,268.13,monthly
100000857,subscription_debit,294.33,monthly
100000858,subscription_debit,313.33,monthly
100000859,loan_installment,3410.33,monthly
100000859,subscription_debit,385.2,monthly
100000860,loan_installment,1422.98,monthly
100000860,subscription_debit,292.36,monthly
100000861,loan_installment,2051.94,monthly
100000861,credit_card_min_payment,1326.56,monthly
100000861,subscription_debit,486.69,monthly
100000862,loan_installment,1080.95,monthly
100000862,credit_card_min_payment,359.44,monthly
100000862,subscription_debit,212.82,monthly
100000863,loan_installment,423.62,monthly
100000863,credit_card_min_payment,251.43,monthly
100000863,subscription_debit,384.67,monthly
100000864,loan_installment,980.67,monthly
100000864,credit_card_min_payment,762.86,monthly
100000864,subscription_debit,405.28,monthly
100000865,credit_card_min_payment,904.87,monthly
100000865,subscription_debit,460.97,monthly
100000866,credit_card_min_payment,667.27,monthly
100000866,subscription_debit,203.68,monthly
100000867,subscription_debit,408.31,monthly
100000868,credit_card_min_payment,413.09,monthly
100000868,subscription_debit,256.16,monthly
100000869,credit_card_min_payment,379.68,monthly
100000869,subscription_debit,260.94,monthly
100000870,loan_installment,1200.47,monthly
100000870,subscription_debit,438.02,monthly
100000871,credit_card_min_payment,217.84,monthly
100000871,subscription_debit,300.08,monthly
100000872,loan_installment,4070.5,monthly
100000872,credit_card_min_payment,687.09,monthly
100000872,subscription_debit,489.69,monthly
100000873,subscription_debit,430.82,monthly
100000874,subscription_debit,288.96,monthly
100000875,subscription_debit,257.45,monthly
100000876,loan_installment,1508.45,monthly
100000876,subscription_debit,196.91,monthly
100000877,loan_installment,1604.89,monthly
100000877,credit_card_min_payment,901.56,monthly
100000877,subscription_debit,284.73,monthly
100000878,subscription_debit,241.24,monthly
100000879,credit_card_min_payment,482.4,monthly
100000879,subscription_debit,375.59,monthly
100000880,loan_installment,791.8,monthly
100000880,credit_card_min_payment,149.83,monthly
100000880,subscription_debit,157.28,monthly
100000881,subscription_debit,103.69,monthly
100000882,credit_card_min_payment,176.95,monthly
100000882,subscription_debit,360.85,monthly
100000883,loan_installment,2222.56,monthly
100000883,credit_card_min_payment,1078.19,monthly
100000883,subscription_debit,259.5,monthly
100000884,credit_card_min_payment,389.42,monthly
100000884,subscription_debit,232.18,monthly
100000885,subscription_debit,301.12,monthly
100000886,loan_installment,1760.08,monthly
100000886,subscription_debit,269.68,monthly
100000887,loan_installment,2647.81,monthly
100000887,subscription_debit,478.44,monthly
100000888,subscription_debit,435.57,monthly
100000889,loan_installment,1819.71,monthly
100000889,subscription_debit,428.02,monthly
100000890,loan_installment,575.18,monthly
100000890,credit_card_min_payment,675.82,monthly
100000890,subscription_debit,227.19,monthly
100000891,credit_card_min_payment,940.66,monthly
100000891,subscription_debit,164.43,monthly
100000892,loan_installment,1175.29,monthly
100000892,subscription_debit,353.89,monthly
100000893,credit_card_min_payment,232.58,monthly
100000893,subscription_debit,309.16,monthly
100000894,loan_installment,2042.4,monthly
100000894,subscription_debit,234.25,monthly
100000895,credit_card_min_payment,2643.79,monthly
100000895,subscription_debit,209.24,monthly
100000896,credit_card_min_payment,2306.79,monthly
100000896,subscription_debit,341.79,monthly
100000897,subscription_debit,240.53,monthly
100000898,loan_installment,280.3,monthly
100000898,credit_card_min_payment,300.28,monthly
100000898,subscription_debit,244.49,monthly
100000899,loan_installment,507.1,monthly
100000899,credit_card_min_payment,439.07,monthly
100000899,subscription_debit,272.23,monthly
100000900,loan_installment,526.96,monthly
100000900,subscription_debit,206.9,monthly
100000901,credit_card_min_payment,204.46,monthly
100000901,subscription_debit,180.09,monthly
100000902,loan_installment,364.76,monthly
100000902,subscription_debit,297.21,monthly
100000903,loan_installment,393.86,monthly
100000903,credit_card_min_payment,495.94,monthly
100000903,subscription_debit,329.39,monthly
100000904,loan_installment,3096.24,monthly
100000904,credit_card_min_payment,1699.81,monthly
100000904,subscription_debit,321.8,monthly
100000905,loan_installment,2490.71,monthly
100000905,credit_card_min_payment,1211.52,monthly
100000905,subscription_debit,214.55,monthly
100000906,credit_card_min_payment,594.47,monthly
100000906,subscription_debit,341.91,monthly
100000907,credit_card_min_payment,928.89,monthly
100000907,subscription_debit,305.8,monthly
100000908,credit_card_min_payment,238.87,monthly
100000908,subscription_debit,178.34,monthly
100000909,credit_card_min_payment,108.15,monthly
100000909,subscription_debit,129.33,monthly
100000910,loan_installment,673.04,monthly
100000910,credit_card_min_payment,399.97,monthly
100000910,subscription_debit,198.42,monthly
100000911,loan_installment,3113.31,monthly
100000911,subscription_debit,394.85,monthly
100000912,loan_installment,1150.73,monthly
100000912,credit_card_min_payment,518.8,monthly
100000912,subscription_debit,194.87,monthly
100000913,credit_card_min_payment,385.72,monthly
100000913,subscription_debit,167.58,monthly
100000914,loan_installment,1402.96,monthly
100000914,credit_card_min_payment,300.22,monthly
100000914,subscription_debit,353.19,monthly
100000915,loan_installment,2273.99,monthly
100000915,credit_card_min_payment,1095.3,monthly
100000915,subscription_debit,424.56,monthly
100000916,subscription_debit,325.73,monthly
100000917,credit_card_min_payment,293.66,monthly
100000917,subscription_debit,136.33,monthly
100000918,loan_installment,733.8,monthly
100000918,subscription_debit,565.58,monthly
100000919,credit_card_min_payment,704.24,monthly
100000919,subscription_debit,444.76,monthly
100000920,loan_installment,876.29,monthly
100000920,credit_card_min_payment,576.24,monthly
100000920,subscription_debit,278.59,monthly
100000921,credit_card_min_payment,594.28,monthly
100000921,subscription_debit,495.42,monthly
100000922,subscription_debit,368.27,monthly
100000923,subscription_debit,202.21,monthly
100000924,loan_installment,1737.26,monthly
100000924,subscription_debit,357.55,monthly
100000925,credit_card_min_payment,176.97,monthly
100000925,subscription_debit,244.9,monthly
100000926,loan_installment,955.67,monthly
100000926,subscription_debit,173.32,monthly
100000927,credit_card_min_payment,64.28,monthly
100000927,subscription_debit,149.12,monthly
100000928,credit_card_min_payment,1561.4,monthly
100000928,subscription_debit,504.27,monthly
100000929,credit_card_min_payment,739.83,monthly
100000929,subscription_debit,216.51,monthly
100000930,subscription_debit,267.22,monthly
100000931,credit_card_min_payment,1036.39,monthly
100000931,subscription_debit,379.1,monthly
100000932,subscription_debit,492.73,monthly
100000933,credit_card_min_payment,251.98,monthly
100000933,subscription_debit,281.88,monthly
100000934,credit_card_min_payment,839.42,monthly
100000934,subscription_debit,346.48,monthly
100000935,credit_card_min_payment,976.13,monthly
100000935,subscription_debit,172.5,monthly
100000936,loan_installment,2642.89,monthly
100000936,credit_card_min_payment,793.0,monthly
100000936,subscription_debit,294.59,monthly
100000937,loan_installment,2379.74,monthly
100000937,credit_card_min_payment,677.39,monthly
100000937,subscription_debit,357.46,monthly
100000938,loan_installment,404.55,monthly
100000938,subscription_debit,299.39,monthly
100000939,loan_installment,654.07,monthly
100000939,subscription_debit,216.7,monthly
100000940,loan_installment,2212.31,monthly
100000940,subscription_debit,379.58,monthly
100000941,credit_card_min_payment,355.16,monthly
100000941,subscription_debit,252.28,monthly
100000942,loan_installment,3539.81,monthly
100000942,subscription_debit,581.6,monthly
100000943,credit_card_min_payment,509.4,monthly
100000943,subscription_debit,279.44,monthly
100000944,subscription_debit,200.03,monthly
100000945,credit_card_min_payment,356.84,monthly
100000945,subscription_debit,301.2,monthly
100000946,subscription_debit,310.53,monthly
100000947,credit_card_min_payment,1279.42,monthly
100000947,subscription_debit,236.25,monthly
100000948,loan_installment,1150.92,monthly
100000948,subscription_debit,385.6,monthly
100000949,subscription_debit,187.03,monthly
100000950,credit_card_min_payment,1813.41,monthly
100000950,subscription_debit,517.04,monthly
100000951,loan_installment,3796.7,monthly
100000951,credit_card_min_payment,1744.07,monthly
100000951,subscription_debit,394.2,monthly
100000952,credit_card_min_payment,399.08,monthly
100000952,subscription_debit,242.68,monthly
100000953,subscription_debit,559.78,monthly
100000954,credit_card_min_payment,1045.53,monthly
100000954,subscription_debit,536.53,monthly
100000955,loan_installment,2167.51,monthly
100000955,credit_card_min_payment,1045.78,monthly
100000955,subscription_debit,219.21,monthly
100000956,loan_installment,2836.89,monthly
100000956,credit_card_min_payment,509.33,monthly
100000956,subscription_debit,331.98,monthly
100000957,subscription_debit,386.61,monthly
100000958,credit_card_min_payment,3027.26,monthly
100000958,subscription_debit,332.75,monthly
100000959,loan_installment,2738.16,monthly
100000959,credit_card_min_payment,1534.88,monthly
100000959,subscription_debit,457.9,monthly
100000960,subscription_debit,147.53,monthly
100000961,loan_installment,2242.79,monthly
100000961,subscription_debit,193.12,monthly
100000962,credit_card_min_payment,1019.22,monthly
100000962,subscription_debit,586.26,monthly
100000963,loan_installment,1366.55,monthly
100000963,subscription_debit,299.35,monthly
100000964,loan_installment,832.3,monthly
100000964,credit_card_min_payment,357.88,monthly
100000964,subscription_debit,136.98,monthly
100000965,loan_installment,4132.83,monthly
100000965,credit_card_min_payment,2626.95,monthly
100000965,subscription_debit,501.0,monthly
100000966,subscription_debit,424.4,monthly
100000967,loan_installment,984.41,monthly
100000967,credit_card_min_payment,377.44,monthly
100000967,subscription_debit,209.67,monthly
100000968,loan_installment,3189.01,monthly
100000968,subscription_debit,286.98,monthly
100000969,subscription_debit,270.12,monthly
100000970,loan_installment,2257.94,monthly
100000970,credit_card_min_payment,1102.91,monthly
100000970,subscription_debit,231.72,monthly
100000971,credit_card_min_payment,80.09,monthly
100000971,subscription_debit,248.54,monthly
100000972,credit_card_min_payment,541.0,monthly
100000972,subscription_debit,226.62,monthly
100000973,loan_installment,2035.27,monthly
100000973,subscription_debit,393.35,monthly
100000974,credit_card_min_payment,262.39,monthly
100000974,subscription_debit,406.92,monthly
100000975,loan_installment,2056.77,monthly
100000975,subscription_debit,262.86,monthly
100000976,loan_installment,2331.89,monthly
100000976,credit_card_min_payment,2480.05,monthly
100000976,subscription_debit,314.06,monthly
100000977,loan_installment,1064.05,monthly
100000977,credit_card_min_payment,791.96,monthly
100000977,subscription_debit,298.71,monthly
100000978,credit_card_min_payment,660.71,monthly
100000978,subscription_debit,333.61,monthly
100000979,credit_card_min_payment,615.62,monthly
100000979,subscription_debit,231.55,monthly
100000980,loan_installment,467.29,monthly
100000980,credit_card_min_payment,575.53,monthly
100000980,subscription_debit,373.43,monthly
100000981,subscription_debit,255.39,monthly
100000982,loan_installment,673.14,monthly
100000982,subscription_debit,243.06,monthly
100000983,credit_card_min_payment,347.64,monthly
100000983,subscription_debit,205.38,monthly
100000984,loan_installment,1175.1,monthly
100000984,subscription_debit,154.52,monthly
100000985,credit_card_min_payment,783.1,monthly
100000985,subscription_debit,219.58,monthly
100000986,loan_installment,1616.94,monthly
100000986,credit_card_min_payment,269.9,monthly
100000986,subscription_debit,275.32,monthly
100000987,loan_installment,4782.03,monthly
100000987,subscription_debit,499.92,monthly
100000988,subscription_debit,202.89,monthly
100000989,subscription_debit,334.9,monthly
100000990,loan_installment,2003.13,monthly
100000990,credit_card_min_payment,1163.76,monthly
100000990,subscription_debit,553.98,monthly
100000991,loan_installment,1187.21,monthly
100000991,subscription_debit,341.72,monthly
100000992,subscription_debit,471.19,monthly
100000993,credit_card_min_payment,100.96,monthly
100000993,subscription_debit,325.11,monthly
100000994,loan_installment,1375.03,monthly
100000994,subscription_debit,313.21,monthly
100000995,subscription_debit,291.01,monthly
100000996,loan_installment,7088.44,monthly
100000996,subscription_debit,389.66,monthly
100000997,loan_installment,2349.71,monthly
100000997,credit_card_min_payment,290.09,monthly
100000997,subscription_debit,320.56,monthly
100000998,loan_installment,1122.98,monthly
100000998,subscription_debit,285.5,monthly
100000999,subscription_debit,134.87,monthly
100001000,loan_installment,2528.43,monthly
100001000,subscription_debit,260.4,monthly
100001001,loan_installment,5149.29,monthly
100001001,credit_card_min_payment,2328.98,monthly
100001001,subscription_debit,485.9,monthly
100001002,subscription_debit,307.89,monthly
100001003,loan_installment,3494.26,monthly
100001003,credit_card_min_payment,1355.34,monthly
100001003,subscription_debit,503.93,monthly
100001004,credit_card_min_payment,1108.25,monthly
100001004,subscription_debit,195.64,monthly
100001005,subscription_debit,125.15,monthly
100001006,credit_card_min_payment,187.82,monthly
100001006,subscription_debit,224.65,monthly
100001007,subscription_debit,205.52,monthly
100001008,subscription_debit,459.35,monthly
100001009,loan_installment,2837.4,monthly
100001009,credit_card_min_payment,247.73,monthly
100001009,subscription_debit,287.82,monthly
100001010,loan_installment,2449.24,monthly
100001010,credit_card_min_payment,950.71,monthly
100001010,subscription_debit,401.69,monthly
100001011,credit_card_min_payment,1024.56,monthly
100001011,subscription_debit,425.13,monthly
100001012,loan_installment,2188.93,monthly
100001012,credit_card_min_payment,1343.89,monthly
100001012,subscription_debit,442.15,monthly
100001013,subscription_debit,203.76,monthly
100001014,credit_card_min_payment,320.41,monthly
100001014,subscription_debit,333.58,monthly
100001015,credit_card_min_payment,210.79,monthly
100001015,subscription_debit,281.77,monthly
100001016,subscription_debit,242.33,monthly
100001017,loan_installment,2105.3,monthly
100001017,credit_card_min_payment,1027.63,monthly
100001017,subscription_debit,251.62,monthly
100001018,subscription_debit,413.56,monthly
100001019,loan_installment,379.13,monthly
100001019,credit_card_min_payment,523.92,monthly
100001019,subscription_debit,242.84,monthly
100001020,credit_card_min_payment,164.77,monthly
100001020,subscription_debit,120.48,monthly
100001021,credit_card_min_payment,1100.03,monthly
100001021,subscription_debit,334.02,monthly
100001022,subscription_debit,227.74,monthly
100001023,loan_installment,2560.92,monthly
100001023,subscription_debit,253.03,monthly
100001024,subscription_debit,452.46,monthly
100001025,credit_card_min_payment,998.05,monthly
100001025,subscription_debit,526.62,monthly
100001026,loan_installment,1553.47,monthly
100001026,credit_card_min_payment,588.87,monthly
100001026,subscription_debit,303.22,monthly
100001027,credit_card_min_payment,904.67,monthly
100001027,subscription_debit,421.18,monthly
100001028,loan_installment,544.03,monthly
100001028,credit_card_min_payment,231.23,monthly
100001028,subscription_debit,323.99,monthly
100001029,loan_installment,408.51,monthly
100001029,subscription_debit,194.21,monthly
100001030,loan_installment,316.38,monthly
100001030,credit_card_min_payment,146.24,monthly
100001030,subscription_debit,185.61,monthly
100001031,subscription_debit,296.94,monthly
100001032,credit_card_min_payment,1774.99,monthly
100001032,subscription_debit,424.53,monthly
100001033,credit_card_min_payment,660.73,monthly
100001033,subscription_debit,298.94,monthly
100001034,loan_installment,322.63,monthly
100001034,credit_card_min_payment,215.78,monthly
100001034,subscription_debit,117.86,monthly
100001035,subscription_debit,181.99,monthly
100001036,subscription_debit,208.56,monthly
100001037,subscription_debit,243.27,monthly
100001038,subscription_debit,392.96,monthly
100001039,subscription_debit,375.47,monthly
100001040,credit_card_min_payment,193.32,monthly
100001040,subscription_debit,106.53,monthly
100001041,credit_card_min_payment,1075.44,monthly
100001041,subscription_debit,508.4,monthly
100001042,credit_card_min_payment,1228.33,monthly
100001042,subscription_debit,362.36,monthly
100001043,subscription_debit,301.22,monthly
100001044,loan_installment,974.82,monthly
100001044,credit_card_min_payment,95.04,monthly
100001044,subscription_debit,195.08,monthly
100001045,loan_installment,1131.7,monthly
100001045,credit_card_min_payment,525.36,monthly
100001045,subscription_debit,245.89,monthly
100001046,credit_card_min_payment,147.63,monthly
100001046,subscription_debit,252.17,monthly
100001047,loan_installment,2181.17,monthly
100001047,credit_card_min_payment,1895.65,monthly
100001047,subscription_debit,290.66,monthly
100001048,loan_installment,828.1,monthly
100001048,credit_card_min_payment,780.26,monthly
100001048,subscription_debit,326.57,monthly
100001049,subscription_debit,418.95,monthly
100001050,subscription_debit,342.93,monthly
100001051,loan_installment,3080.92,monthly
100001051,credit_card_min_payment,2288.92,monthly
100001051,subscription_debit,386.22,monthly
100001052,loan_installment,1617.27,monthly
100001052,subscription_debit,331.7,monthly
100001053,credit_card_min_payment,371.29,monthly
100001053,subscription_debit,280.49,monthly
100001054,credit_card_min_payment,480.35,monthly
100001054,subscription_debit,406.57,monthly
100001055,loan_installment,2362.64,monthly
100001055,subscription_debit,364.62,monthly
100001056,loan_installment,4770.23,monthly
100001056,credit_card_min_payment,2193.33,monthly
100001056,subscription_debit,612.56,monthly
100001057,subscription_debit,346.68,monthly
100001058,subscription_debit,210.6,monthly
100001059,subscription_debit,227.66,monthly
100001060,credit_card_min_payment,194.2,monthly
100001060,subscription_debit,212.87,monthly
100001061,subscription_debit,230.0,monthly
100001062,credit_card_min_payment,210.85,monthly
100001062,subscription_debit,458.76,monthly
100001063,loan_installment,2305.16,monthly
100001063,credit_card_min_payment,831.92,monthly
100001063,subscription_debit,323.1,monthly
100001064,subscription_debit,280.3,monthly
100001065,credit_card_min_payment,1844.31,monthly
100001065,subscription_debit,269.56,monthly
100001066,credit_card_min_payment,622.56,monthly
100001066,subscription_debit,169.04,monthly
