person_id,accountNumber,age,years_of_experience,income_bracket,housing_status,base_salary_sar,fixed_allowances_sar,variable_allowances_avg_sar,has_mortgage,rent_sar,credit_card_balance_sar,loan_term_months,gross_salary_sar,employment_type,mortgage_installment_sar,other_loan_installments_sar,credit_card_min_payment_sar,requested_loan_amount_sar,loan_int_rate,new_loan_installment_sar,salary_linked_obligations_sar,total_obligations_sar,salary_dbr,total_obligation_ratio,salary_cap,total_cap,loan_percent_income,eligible_sama,has_active_request
576,100000576,26,4,1,rent,4608.55,921.71,614.72,0,1068.32,0.0,60,6144.98,employee,0.0,387.1,0.0,61070.03,11.18,1333.3,1720.4,1720.4,0.28,0.28,0.3333,0.45,0.8282,1,1
577,100000577,48,24,2,rent,11980.25,2396.05,1531.57,0,3563.37,11052.3,60,15907.87,employee,0.0,0.0,552.61,200461.23,16.05,4880.15,5432.76,5432.76,0.3415,0.3415,0.3333,0.45,1.0501,0,1
578,100000578,65,0,1,rent,9840.59,1968.12,1245.73,0,2323.05,0.0,60,13054.44,retired,0.0,1108.69,0.0,83900.06,14.28,1964.41,3073.1,3073.1,0.2354,0.2354,0.25,0.45,0.5356,1,1
579,100000579,38,15,1,rent,9532.85,1906.57,1296.47,0,2086.25,13116.04,60,12735.88,employee,0.0,0.0,655.8,164630.02,13.95,3826.39,4482.19,4482.19,0.3519,0.3519,0.3333,0.45,1.0772,0,1
580,100000580,54,34,2,rent,17404.65,3480.93,2280.0,0,5124.62,0.0,60,23165.58,employee,0.0,0.0,0.0,258144.85,16.36,6327.07,6327.07,6327.07,0.2731,0.2731,0.3333,0.45,0.9286,1,1
581,100000581,34,12,3,rent,30183.01,6036.6,3988.74,0,9449.67,0.0,60,40208.36,employee,0.0,3406.94,0.0,198957.25,11.83,4408.62,7815.56,7815.56,0.1944,0.1944,0.3333,0.45,0.4123,1,1
582,100000582,44,20,3,mortgage,29299.9,5859.98,3867.71,1,0.0,8450.02,60,39027.58,employee,9805.41,0.0,422.5,412970.35,16.54,10161.51,10584.01,20389.42,0.2712,0.5224,0.3333,0.65,0.8818,1,1
583,100000583,44,23,2,rent,12857.04,2571.41,1678.43,0,3786.45,0.0,60,17106.88,employee,0.0,0.0,0.0,148651.22,9.33,3109.62,3109.62,3109.62,0.1818,0.1818,0.3333,0.45,0.7241,1,1
584,100000584,39,18,2,mortgage,12423.06,2484.61,1605.37,1,0.0,0.0,60,16513.04,employee,4213.02,0.0,0.0,117436.36,4.6,2194.71,2194.71,6407.73,0.1329,0.388,0.3333,0.65,0.5926,1,1
585,100000585,46,26,2,rent,15477.68,3095.54,2276.29,0,4583.93,13620.08,60,20849.5,employee,0.0,0.0,681.0,223057.46,10.79,4826.48,5507.48,5507.48,0.2642,0.2642,0.3333,0.45,0.8915,1,1
586,100000586,65,0,1,rent,10433.49,2086.7,1342.54,0,2728.01,16207.93,60,13862.73,retired,0.0,0.0,810.4,83455.63,10.04,1774.83,2585.23,2585.23,0.1865,0.1865,0.25,0.45,0.5017,1,1
587,100000587,39,15,1,rent,10841.7,2168.34,1498.87,0,2248.48,0.0,60,14508.91,employee,0.0,0.0,0.0,75053.08,8.16,1527.56,1527.56,1527.56,0.1053,0.1053,0.3333,0.45,0.4311,1,1
588,100000588,54,31,1,mortgage,4238.91,847.78,576.45,1,0.0,3734.7,60,5663.14,employee,1224.13,0.0,186.74,89239.38,15.98,2169.18,2355.92,3580.05,0.416,0.6322,0.3333,0.55,1.3132,0,1
589,100000589,60,37,2,mortgage,16958.14,3391.63,2188.42,1,0.0,0.0,60,22538.18,employee,4392.72,0.0,0.0,402510.41,8.87,8330.08,8330.08,12722.8,0.3696,0.5645,0.3333,0.65,1.4883,0,1
590,100000590,53,30,1,rent,4351.25,870.25,576.89,0,909.07,1508.66,60,5798.4,employee,0.0,629.99,75.43,24692.28,9.76,521.73,1227.15,1227.15,0.2116,0.2116,0.3333,0.45,0.3549,1,1
591,100000591,58,0,1,rent,7397.16,1479.43,957.85,0,1539.3,0.0,60,9834.43,retired,0.0,1067.81,0.0,169254.24,8.47,3470.06,4537.87,4537.87,0.4614,0.4614,0.25,0.45,1.4342,0,1
592,100000592,26,5,1,rent,9656.47,1931.29,1257.41,0,2997.38,3648.55,60,12845.17,employee,0.0,0.0,182.43,184369.41,14.24,4312.93,4495.36,4495.36,0.35,0.35,0.3333,0.45,1.1961,0,1
593,100000593,62,0,1,mortgage,9276.63,1855.33,1254.79,1,0.0,2670.79,60,12386.75,retired,2464.5,1267.49,133.54,69028.92,5.76,1326.83,2727.86,5192.36,0.2202,0.4192,0.25,0.55,0.4644,1,1
594,100000594,63,0,1,rent,7896.03,1579.21,1095.98,0,1526.63,8915.49,60,10571.21,retired,0.0,651.33,445.77,195428.68,10.62,4212.15,5309.25,5309.25,0.5022,0.5022,0.25,0.45,1.5406,0,1
595,100000595,52,31,1,rent,10660.11,2132.02,1509.05,0,3060.02,5999.36,60,14301.18,employee,0.0,1847.82,299.97,205075.56,14.63,4838.99,6986.78,6986.78,0.4885,0.4885,0.3333,0.45,1.195,0,1
596,100000596,35,11,2,mortgage,12006.25,2401.25,1662.36,1,0.0,0.0,60,16069.86,employee,3259.68,0.0,0.0,255780.51,4.92,4817.52,4817.52,8077.2,0.2998,0.5026,0.3333,0.65,1.3264,1,1
597,100000597,20,0,1,rent,9505.25,1901.05,1280.61,0,2341.31,0.0,60,12686.92,employee,0.0,703.29,0.0,85389.93,16.28,2089.24,2792.53,2792.53,0.2201,0.2201,0.3333,0.45,0.5609,1,1
598,100000598,35,12,3,mortgage,34678.33,6935.67,4736.83,1,0.0,0.0,60,46350.83,employee,8463.43,0.0,0.0,841988.88,4.58,15727.86,15727.86,24191.29,0.3393,0.5219,0.3333,0.65,1.5138,0,1
599,100000599,28,7,3,rent,40866.95,8173.39,5419.25,0,10948.5,14522.71,60,54459.59,employee,0.0,0.0,726.14,912700.41,14.96,21693.92,22420.06,22420.06,0.4117,0.4117,0.3333,0.45,1.3966,0,1
600,100000600,20,0,1,rent,11013.68,2202.74,1537.4,0,2688.05,0.0,60,14753.82,employee,0.0,0.0,0.0,62987.28,6.78,1240.7,1240.7,1240.7,0.0841,0.0841,0.3333,0.45,0.3558,1,1
601,100000601,38,17,2,mortgage,11479.66,2295.93,1455.97,1,0.0,0.0,60,15231.57,employee,2626.01,0.0,0.0,148927.67,12.73,3368.01,3368.01,5994.02,0.2211,0.3935,0.3333,0.65,0.8148,1,1
602,100000602,37,14,2,rent,15167.16,3033.43,1990.72,0,3627.64,7684.6,60,20191.31,employee,0.0,0.0,384.23,150482.61,10.15,3208.43,3592.66,3592.66,0.1779,0.1779,0.3333,0.45,0.6211,1,1
603,100000603,37,14,1,rent,8398.13,1679.63,1108.85,0,2285.35,7430.47,60,11186.6,employee,0.0,0.0,371.52,86956.24,6.64,1707.11,2078.63,2078.63,0.1858,0.1858,0.3333,0.45,0.6478,1,1
604,100000604,55,0,1,mortgage,8636.58,1727.32,1125.13,1,0.0,0.0,60,11489.03,retired,2661.56,0.0,0.0,145913.94,9.59,3070.89,3070.89,5732.45,0.2673,0.4989,0.25,0.55,1.0584,0,1
605,100000605,29,9,2,rent,12115.31,2423.06,1551.31,0,3664.43,0.0,60,16089.68,employee,0.0,1146.99,0.0,57954.87,9.02,1203.61,2350.6,2350.6,0.1461,0.1461,0.3333,0.45,0.3002,1,1
606,100000606,44,22,2,mortgage,15973.11,3194.62,2015.71,1,0.0,0.0,60,21183.44,employee,5300.56,0.0,0.0,370765.2,15.3,8878.97,8878.97,14179.53,0.4191,0.6694,0.3333,0.65,1.4585,0,1
607,100000607,61,0,2,mortgage,17569.16,3513.83,2415.51,1,0.0,0.0,60,23498.5,retired,5193.85,793.2,0.0,327232.6,6.71,6434.92,7228.12,12421.97,0.3076,0.5286,0.25,0.65,1.1605,0,1
608,100000608,68,0,1,mortgage,6503.7,1300.74,879.74,1,0.0,0.0,60,8684.18,retired,1997.92,507.32,0.0,86117.92,4.68,1612.56,2119.88,4117.8,0.2441,0.4742,0.25,0.55,0.8264,1,1
609,100000609,58,0,1,mortgage,8407.05,1681.41,1109.91,1,0.0,0.0,60,11198.37,retired,1949.43,0.0,0.0,150117.74,5.88,2893.83,2893.83,4843.26,0.2584,0.4325,0.25,0.55,1.1171,0,1
610,100000610,34,12,2,mortgage,17658.97,3531.79,2395.93,1,0.0,0.0,60,23586.7,employee,5963.66,0.0,0.0,213156.14,5.5,4071.53,4071.53,10035.19,0.1726,0.4255,0.3333,0.65,0.7531,1,1
611,100000611,30,9,2,rent,12019.89,2403.98,1612.69,0,3391.81,5982.03,60,16036.56,employee,0.0,748.85,299.1,266297.7,12.22,5953.29,7001.24,7001.24,0.4366,0.4366,0.3333,0.45,1.3838,0,1
612,100000612,26,3,1,rent,9660.97,1932.19,1316.49,0,1836.82,0.0,60,12909.65,employee,0.0,0.0,0.0,82225.76,12.86,1865.0,1865.0,1865.0,0.1445,0.1445,0.3333,0.45,0.5308,1,1
613,100000613,54,33,3,rent,33482.26,6696.45,4455.32,0,10558.15,45791.99,60,44634.03,employee,0.0,0.0,2289.6,302519.89,9.16,6303.33,8592.93,8592.93,0.1925,0.1925,0.3333,0.45,0.5648,1,1
614,100000614,66,0,3,mortgage,35304.17,7060.83,4858.82,1,0.0,30370.33,60,47223.82,retired,8953.1,2893.08,1518.52,295207.82,8.61,6072.3,10483.9,19437.0,0.222,0.4116,0.25,0.65,0.5209,1,1
615,100000615,39,15,1,rent,8996.68,1799.34,1306.96,0,2812.12,7668.7,60,12102.97,employee,0.0,0.0,383.43,209425.84,16.37,5134.09,5517.52,5517.52,0.4559,0.4559,0.3333,0.45,1.442,0,1
616,100000616,29,5,1,rent,9620.0,1924.0,1317.45,0,2604.6,4068.46,60,12861.45,employee,0.0,0.0,203.42,75466.08,11.92,1675.65,1879.07,1879.07,0.1461,0.1461,0.3333,0.45,0.489,1,1
617,100000617,26,6,2,rent,16276.92,3255.38,2193.51,0,5079.68,19804.93,60,21725.81,employee,0.0,0.0,990.25,288139.07,16.54,7089.92,8080.17,8080.17,0.3719,0.3719,0.3333,0.45,1.1052,0,1
618,100000618,64,41,1,mortgage,10386.76,2077.35,1380.46,1,0.0,0.0,60,13844.57,employee,3193.44,0.0,0.0,74616.63,9.84,1579.51,1579.51,4772.95,0.1141,0.3448,0.3333,0.55,0.4491,1,1
619,100000619,62,41,2,mortgage,13581.63,2716.33,1842.85,1,0.0,0.0,60,18140.82,employee,4533.12,1596.64,0.0,71577.28,10.21,1528.21,3124.85,7657.97,0.1723,0.4221,0.3333,0.65,0.3288,1,1
620,100000620,63,41,2,rent,16859.19,3371.84,2280.11,0,4901.33,21958.35,60,22511.13,employee,0.0,1772.54,1097.92,312565.01,10.33,6691.95,9562.41,9562.41,0.4248,0.4248,0.3333,0.45,1.1571,0,1
621,100000621,52,32,3,mortgage,38967.44,7793.49,5483.48,1,0.0,0.0,60,52244.4,employee,12743.59,0.0,0.0,593928.83,14.14,13862.83,13862.83,26606.42,0.2653,0.5093,0.3333,0.65,0.9474,1,1
622,100000622,35,13,2,rent,15940.93,3188.19,1988.59,0,4724.86,10502.19,60,21117.71,employee,0.0,0.0,525.11,348707.9,7.91,7055.53,7580.64,7580.64,0.359,0.359,0.3333,0.45,1.376,0,1
623,100000623,48,28,3,mortgage,28187.65,5637.53,3640.04,1,0.0,36620.97,60,37465.22,employee,9088.6,0.0,1831.05,255839.56,11.22,5590.68,7421.73,16510.33,0.1981,0.4407,0.3333,0.65,0.5691,1,1
624,100000624,62,0,1,mortgage,7240.05,1448.01,941.62,1,0.0,0.0,60,9629.68,retired,1834.71,918.21,0.0,60931.38,13.4,1398.88,2317.09,4151.8,0.2406,0.4311,0.25,0.55,0.5273,1,1
625,100000625,36,14,2,mortgage,14636.57,2927.31,1905.3,1,0.0,11919.4,60,19469.19,employee,4036.73,2482.11,595.97,114348.92,4.65,2139.62,5217.7,9254.43,0.268,0.4753,0.3333,0.65,0.4894,1,1
626,100000626,39,17,3,mortgage,21077.23,4215.45,2631.59,1,0.0,13108.05,60,27924.27,employee,5911.76,0.0,655.4,459284.76,15.44,11032.72,11688.12,17599.88,0.4186,0.6303,0.3333,0.65,1.3706,0,1
627,100000627,67,0,1,mortgage,9173.07,1834.61,1217.74,1,0.0,0.0,60,12225.42,retired,2821.51,0.0,0.0,191391.15,16.64,4719.59,4719.59,7541.1,0.386,0.6168,0.25,0.55,1.3046,0,1
628,100000628,65,0,1,mortgage,8683.37,1736.67,1157.68,1,0.0,13278.36,60,11577.72,retired,2926.93,633.72,663.92,138701.25,16.01,3373.68,4671.32,7598.25,0.4035,0.6563,0.25,0.55,0.9983,0,1
629,100000629,34,12,3,rent,27358.61,5471.72,3535.61,0,8334.17,16148.19,60,36365.95,employee,0.0,0.0,807.41,590333.52,11.82,13078.01,13885.42,13885.42,0.3818,0.3818,0.3333,0.45,1.3528,0,1
630,100000630,54,33,1,mortgage,9029.31,1805.86,1180.76,1,0.0,0.0,60,12015.93,employee,2393.93,508.65,0.0,119839.58,10.16,2555.68,3064.33,5458.26,0.255,0.4543,0.3333,0.55,0.8311,1,1
631,100000631,63,0,2,mortgage,15109.97,3021.99,2068.63,1,0.0,0.0,60,20200.59,retired,3461.21,0.0,0.0,380852.89,12.0,8471.86,8471.86,11933.07,0.4194,0.5907,0.25,0.65,1.5711,0,1
632,100000632,61,0,1,mortgage,10077.64,2015.53,1340.91,1,0.0,15052.46,60,13434.08,retired,2971.29,1346.91,752.62,49163.9,15.36,1178.92,3278.45,6249.74,0.244,0.4652,0.25,0.55,0.305,1,1
633,100000633,46,23,2,mortgage,14884.07,2976.81,2035.46,1,0.0,0.0,60,19896.34,employee,4387.82,1453.62,0.0,371329.06,4.67,6951.44,8405.06,12792.88,0.4224,0.643,0.3333,0.65,1.5553,0,1
634,100000634,44,20,1,rent,9888.65,1977.73,1359.44,0,1941.8,0.0,60,13225.82,employee,0.0,0.0,0.0,70456.33,10.19,1503.58,1503.58,1503.58,0.1137,0.1137,0.3333,0.45,0.4439,1,1
635,100000635,65,0,1,mortgage,7393.44,1478.69,956.45,1,0.0,7168.6,60,9828.58,retired,2065.91,586.39,358.43,36915.83,13.85,856.1,1800.92,3866.83,0.1832,0.3934,0.25,0.55,0.313,1,1
636,100000636,63,0,1,rent,9350.68,1870.14,1288.73,0,2676.46,10836.44,60,12509.55,retired,0.0,1273.66,541.82,132721.79,8.01,2691.75,4507.23,4507.23,0.3603,0.3603,0.25,0.45,0.8841,0,1
637,100000637,65,0,3,mortgage,37040.28,7408.06,5088.16,1,0.0,46558.44,60,49536.5,retired,10901.0,0.0,2327.92,893447.22,7.85,18051.82,20379.74,31280.74,0.4114,0.6315,0.25,0.65,1.503,0,1
638,100000638,46,22,2,mortgage,15616.4,3123.28,2135.66,1,0.0,16792.76,60,20875.35,employee,3847.12,0.0,839.64,140597.53,17.05,3497.99,4337.63,8184.75,0.2078,0.3921,0.3333,0.65,0.5613,1,1
639,100000639,61,41,2,mortgage,18485.46,3697.09,2505.8,1,0.0,14929.72,60,24688.35,employee,4635.84,0.0,746.49,139048.4,13.5,3199.48,3945.97,8581.81,0.1598,0.3476,0.3333,0.65,0.4693,1,1
640,100000640,33,10,3,rent,31545.16,6309.03,4015.51,0,6243.57,0.0,60,41869.7,employee,0.0,0.0,0.0,143749.78,10.53,3091.88,3091.88,3091.88,0.0738,0.0738,0.3333,0.45,0.2861,1,1
641,100000641,53,32,2,rent,11641.64,2328.33,1526.3,0,2391.5,0.0,60,15496.27,employee,0.0,0.0,0.0,151735.13,7.67,3052.73,3052.73,3052.73,0.197,0.197,0.3333,0.45,0.816,1,1
642,100000642,32,11,2,rent,18475.39,3695.08,2431.58,0,5438.77,24809.66,60,24602.05,employee,0.0,825.62,1240.48,298213.53,15.61,7190.32,9256.42,9256.42,0.3762,0.3762,0.3333,0.45,1.0101,0,1
643,100000643,70,0,1,mortgage,4896.57,979.31,657.52,1,0.0,7545.21,60,6533.4,retired,1371.19,0.0,377.26,108034.58,14.08,2518.26,2895.52,4266.71,0.4432,0.6531,0.25,0.55,1.378,0,1
644,100000644,68,0,1,mortgage,10667.07,2133.41,1496.69,1,0.0,6125.73,60,14297.17,retired,3440.05,0.0,306.29,256128.63,11.77,5667.72,5974.01,9414.06,0.4178,0.6585,0.25,0.55,1.4929,0,1
645,100000645,46,24,3,mortgage,21186.08,4237.22,2762.29,1,0.0,19149.77,60,28185.59,employee,5747.27,0.0,957.49,248505.37,7.52,4981.9,5939.39,11686.66,0.2107,0.4146,0.3333,0.65,0.7347,1,1
646,100000646,30,10,3,rent,32406.1,6481.22,4100.44,0,8897.72,0.0,60,42987.75,employee,0.0,0.0,0.0,624154.49,9.13,12995.84,12995.84,12995.84,0.3023,0.3023,0.3333,0.45,1.2099,1,1
647,100000647,21,0,1,rent,9361.41,1872.28,1178.83,0,2894.48,6353.97,60,12412.52,employee,0.0,0.0,317.7,169422.06,7.26,3375.58,3693.28,3693.28,0.2975,0.2975,0.3333,0.45,1.1374,1,1
648,100000648,28,6,3,rent,33198.63,6639.73,4312.88,0,10384.6,0.0,60,44151.23,employee,0.0,3537.98,0.0,262424.5,11.07,5714.91,9252.89,9252.89,0.2096,0.2096,0.3333,0.45,0.4953,1,1
649,100000649,54,31,2,rent,13536.33,2707.27,1811.07,0,2625.9,9821.87,60,18054.66,employee,0.0,1990.09,491.09,159400.14,16.51,3919.63,6400.81,6400.81,0.3545,0.3545,0.3333,0.45,0.7357,0,1
650,100000650,46,22,1,rent,9026.66,1805.33,1220.85,0,2694.94,0.0,60,12052.85,employee,0.0,0.0,0.0,115840.31,6.42,2262.21,2262.21,2262.21,0.1877,0.1877,0.3333,0.45,0.8009,1,1
651,100000651,40,16,2,rent,11838.8,2367.76,1596.13,0,2217.24,17201.21,60,15802.69,employee,0.0,0.0,860.06,203094.19,14.44,4772.1,5632.16,5632.16,0.3564,0.3564,0.3333,0.45,1.071,0,1
652,100000652,35,15,2,rent,17446.47,3489.29,2320.67,0,3584.0,26812.02,60,23256.43,employee,0.0,0.0,1340.6,180766.74,13.56,4165.0,5505.6,5505.6,0.2367,0.2367,0.3333,0.45,0.6477,1,1
653,100000653,41,20,3,mortgage,33209.2,6641.84,4339.07,1,0.0,39963.96,60,44190.11,employee,9876.5,1625.4,1998.2,251099.36,7.93,5082.98,8706.58,18583.08,0.197,0.4205,0.3333,0.65,0.4735,1,1
654,100000654,39,18,2,mortgage,12818.18,2563.64,1762.29,1,0.0,9866.32,60,17144.11,employee,3447.41,0.0,493.32,106288.53,14.18,2483.08,2976.4,6423.81,0.1736,0.3747,0.3333,0.65,0.5166,1,1
655,100000655,59,37,3,mortgage,44445.24,8889.05,5859.95,1,0.0,0.0,60,59194.23,employee,10665.31,2407.81,0.0,912785.0,14.32,21390.64,23798.45,34463.76,0.402,0.5822,0.3333,0.65,1.285,0,1
656,100000656,55,35,2,mortgage,11480.83,2296.17,1503.87,1,0.0,12280.29,60,15280.87,employee,3236.94,0.0,614.01,206848.43,16.33,5066.49,5680.5,8917.44,0.3717,0.5836,0.3333,0.65,1.128,0,1
657,100000657,28,6,2,rent,15469.75,3093.95,1987.26,0,4425.32,21753.88,60,20550.97,employee,0.0,0.0,1087.69,252123.46,16.07,6140.53,7228.22,7228.22,0.3517,0.3517,0.3333,0.45,1.0224,0,1
658,100000658,54,30,1,mortgage,7273.04,1454.61,931.09,1,0.0,6717.43,60,9658.73,employee,2289.17,598.84,335.87,103244.01,11.32,2261.29,3196.0,5485.17,0.3309,0.5679,0.3333,0.55,0.8908,0,1
659,100000659,22,1,2,rent,11469.65,2293.93,1534.89,0,3570.03,4350.77,60,15298.46,employee,0.0,0.0,217.54,196929.74,14.13,4595.49,4813.03,4813.03,0.3146,0.3146,0.3333,0.45,1.0727,1,1
660,100000660,33,13,1,rent,10718.97,2143.79,1480.23,0,2498.33,3321.91,60,14343.0,employee,0.0,0.0,166.1,43744.0,10.26,935.04,1101.14,1101.14,0.0768,0.0768,0.3333,0.45,0.2542,1,1
661,100000661,60,0,1,rent,8731.98,1746.4,1176.11,0,1884.34,4429.09,60,11654.49,retired,0.0,0.0,221.45,113421.01,8.22,2311.73,2533.18,2533.18,0.2174,0.2174,0.25,0.45,0.811,1,1
662,100000662,62,0,1,mortgage,9472.04,1894.41,1285.47,1,0.0,10121.87,60,12651.93,retired,3238.62,995.03,506.09,235748.02,14.82,5586.18,7087.3,10325.92,0.5602,0.8162,0.25,0.55,1.5528,0,1
663,100000663,25,5,1,rent,10526.49,2105.3,1304.7,0,3338.86,6943.18,60,13936.48,employee,0.0,0.0,347.16,211863.46,11.11,4618.06,4965.22,4965.22,0.3563,0.3563,0.3333,0.45,1.2668,0,1
664,100000664,56,0,1,rent,10187.19,2037.44,1338.69,0,2896.02,0.0,60,13563.33,retired,0.0,787.03,0.0,166884.69,5.25,3168.47,3955.5,3955.5,0.2916,0.2916,0.25,0.45,1.0253,0,1
665,100000665,61,0,3,rent,20394.59,4078.92,2653.27,0,5065.41,0.0,60,27126.77,retired,0.0,3095.76,0.0,135590.18,6.35,2643.46,5739.22,5739.22,0.2116,0.2116,0.25,0.45,0.4165,1,1
666,100000666,60,0,1,mortgage,4823.54,964.71,661.35,1,0.0,0.0,60,6449.6,retired,1069.32,664.88,0.0,72692.29,8.97,1507.91,2172.79,3242.11,0.3369,0.5027,0.25,0.55,0.9392,0,1
667,100000667,31,9,3,rent,38527.56,7705.51,4798.31,0,8507.57,34090.23,60,51031.39,employee,0.0,5983.05,1704.51,883784.71,13.33,20258.43,27945.99,27945.99,0.5476,0.5476,0.3333,0.45,1.4432,0,1
668,100000668,29,6,3,rent,34184.39,6836.88,4460.83,0,7149.9,27719.54,60,45482.1,employee,0.0,0.0,1385.98,643712.95,12.38,14442.96,15828.94,15828.94,0.348,0.348,0.3333,0.45,1.1794,0,1
669,100000669,32,8,1,rent,6395.72,1279.14,826.09,0,1474.54,8688.38,60,8500.96,employee,0.0,0.0,434.42,122036.95,4.66,2284.03,2718.45,2718.45,0.3198,0.3198,0.3333,0.45,1.1963,1,1
670,100000670,43,20,1,rent,5191.15,1038.23,689.04,0,1405.53,0.0,60,6918.42,employee,0.0,803.31,0.0,115212.3,5.43,2196.97,3000.28,3000.28,0.4337,0.4337,0.3333,0.45,1.3877,0,1
671,100000671,61,0,1,mortgage,10846.66,2169.33,1402.19,1,0.0,14008.27,60,14418.17,retired,2698.88,0.0,700.41,106162.8,4.54,1981.13,2681.54,5380.42,0.186,0.3732,0.25,0.55,0.6136,1,1
672,100000672,36,15,1,rent,5607.77,1121.55,702.64,0,1654.7,6049.53,60,7431.96,employee,0.0,337.78,302.48,110453.51,6.75,2174.11,2814.37,2814.37,0.3787,0.3787,0.3333,0.45,1.2385,0,1
673,100000673,29,5,1,rent,7729.67,1545.93,1038.33,0,2318.19,3019.26,60,10313.94,employee,0.0,0.0,150.96,50135.91,16.75,1239.28,1390.24,1390.24,0.1348,0.1348,0.3333,0.45,0.4051,1,1
674,100000674,50,29,2,mortgage,17805.63,3561.13,2258.05,1,0.0,13451.43,60,23624.81,employee,5702.4,0.0,672.57,377646.4,16.43,9270.13,9942.7,15645.1,0.4209,0.6622,0.3333,0.65,1.3321,0,1
675,100000675,31,7,2,rent,14245.24,2849.05,1898.71,0,3426.47,0.0,60,18993.0,employee,0.0,0.0,0.0,354005.31,6.69,6958.07,6958.07,6958.07,0.3663,0.3663,0.3333,0.45,1.5532,0,1
676,100000676,31,7,2,rent,14487.09,2897.42,1895.95,0,2819.81,0.0,60,19280.46,employee,0.0,0.0,0.0,72583.18,10.23,1550.41,1550.41,1550.41,0.0804,0.0804,0.3333,0.45,0.3137,1,1
677,100000677,38,15,1,rent,9377.23,1875.45,1309.76,0,2340.54,6181.95,60,12562.43,employee,0.0,1064.4,309.1,185710.8,7.53,3723.91,5097.41,5097.41,0.4058,0.4058,0.3333,0.45,1.2319,0,1
678,100000678,33,12,3,mortgage,20538.46,4107.69,2780.84,1,0.0,0.0,60,27427.0,employee,5285.78,903.48,0.0,506449.33,17.14,12624.73,13528.21,18813.99,0.4932,0.686,0.3333,0.65,1.5388,0,1
679,100000679,62,0,1,rent,9567.43,1913.49,1254.05,0,2802.04,0.0,60,12734.97,retired,0.0,905.77,0.0,59975.87,13.53,1380.96,2286.73,2286.73,0.1796,0.1796,0.25,0.45,0.3925,1,1
680,100000680,68,0,1,rent,6553.33,1310.67,920.92,0,1613.75,9230.76,60,8784.92,retired,0.0,0.0,461.54,95815.14,6.98,1896.35,2357.89,2357.89,0.2684,0.2684,0.25,0.45,0.9089,0,1
681,100000681,59,0,2,mortgage,12806.99,2561.4,1695.1,1,0.0,0.0,60,17063.49,retired,3175.17,2188.31,0.0,110237.63,13.54,2538.82,4727.13,7902.3,0.277,0.4631,0.25,0.65,0.5384,0,1
682,100000682,32,12,1,rent,7013.41,1402.68,960.96,0,1824.11,2552.22,60,9377.05,employee,0.0,0.0,127.61,132168.72,7.69,2660.34,2787.95,2787.95,0.2973,0.2973,0.3333,0.45,1.1746,1,1
683,100000683,65,0,1,mortgage,4140.86,828.17,572.0,1,0.0,4383.77,60,5541.04,retired,1356.46,545.07,219.19,77779.44,11.28,1701.99,2466.25,3822.71,0.4451,0.6899,0.25,0.55,1.1697,0,1
684,100000684,48,28,2,rent,14680.95,2936.19,1954.85,0,3416.34,20202.94,60,19571.99,employee,0.0,1500.05,1010.15,240911.26,12.76,5451.92,7962.12,7962.12,0.4068,0.4068,0.3333,0.45,1.0257,0,1
685,100000685,38,16,3,mortgage,41819.33,8363.87,5712.19,1,0.0,33819.44,60,55895.39,employee,13375.44,3017.45,1690.97,848143.45,15.43,20369.21,25077.63,38453.07,0.4487,0.6879,0.3333,0.65,1.2645,0,1
686,100000686,25,2,1,mortgage,10029.22,2005.84,1332.86,1,0.0,8895.81,60,13367.92,employee,2309.29,0.0,444.79,226664.55,14.07,5282.32,5727.11,8036.4,0.4284,0.6012,0.3333,0.55,1.413,0,1
687,100000687,29,9,2,rent,13738.61,2747.72,1898.79,0,2752.59,12375.25,60,18385.13,employee,0.0,1420.92,618.76,234993.86,13.28,5380.58,7420.26,7420.26,0.4036,0.4036,0.3333,0.45,1.0651,0,1
688,100000688,61,0,1,mortgage,7830.92,1566.18,1057.61,1,0.0,0.0,60,10454.71,retired,2011.77,408.12,0.0,144781.87,4.73,2714.34,3122.46,5134.23,0.2987,0.4911,0.25,0.55,1.154,0,1
689,100000689,55,31,2,mortgage,16490.79,3298.16,2090.31,1,0.0,0.0,60,21879.26,employee,3790.11,0.0,0.0,290444.35,9.13,6047.49,6047.49,9837.6,0.2764,0.4496,0.3333,0.65,1.1062,1,1
690,100000690,34,14,2,rent,16478.82,3295.76,2126.68,0,5199.21,0.0,60,21901.27,employee,0.0,0.0,0.0,136530.78,14.12,3185.33,3185.33,3185.33,0.1454,0.1454,0.3333,0.45,0.5195,1,1
691,100000691,29,5,1,rent,8118.28,1623.66,1095.05,0,2510.4,6951.95,60,10836.98,employee,0.0,1160.5,347.6,197918.01,8.69,4078.74,5586.84,5586.84,0.5155,0.5155,0.3333,0.45,1.5219,0,1
692,100000692,59,0,1,mortgage,8386.05,1677.21,1084.01,1,0.0,0.0,60,11147.27,retired,1951.84,1189.77,0.0,59537.01,13.66,1374.85,2564.62,4516.46,0.2301,0.4052,0.25,0.55,0.4451,1,1
693,100000693,29,5,1,rent,4172.86,834.57,557.49,0,905.18,0.0,60,5564.92,employee,0.0,329.34,0.0,28191.4,9.8,596.21,925.55,925.55,0.1663,0.1663,0.3333,0.45,0.4222,1,1
