accountNumber,ds,y,creditLimit,currentBalance,availableMoney,n_transactions
585568845,2016-09,-1266.43,7500,5111.78,2388.22,11
585568845,2016-10,-652.74,7500,5738.27,1761.73,3
585568845,2016-11,-1481.42,7500,7085.34,414.66,12
585568845,2016-12,-843.37,7500,5151.68,2348.32,9
588455587,2016-01,-1033.34,15000,953.52,14046.48,7
588455587,2016-02,-999.93,15000,668.93,14331.07,5
588455587,2016-03,-728.12,15000,672.61,14327.39,8
588455587,2016-04,-478.06,15000,432.81,14567.19,9
588455587,2016-05,-3737.1299999999997,15000,3700.05,11299.95,17
588455587,2016-06,-615.39,15000,509.54,14490.46,9
588455587,2016-07,-1808.58,15000,1563.49,13436.51,10
588455587,2016-08,-871.09,15000,867.86,14132.14,9
588455587,2016-09,-238.03,15000,168.47,14831.53,6
588455587,2016-10,-1360.98,15000,989.62,14010.38,12
588455587,2016-11,-1279.5,15000,1276.27,13723.73,9
588455587,2016-12,-606.3199999999999,15000,580.22,14419.78,10
589566744,2016-01,-662.19,500,77.83,422.17,4
589566744,2016-02,-268.28,500,312.05,187.95,2
589566744,2016-03,-430.44,500,0.0,500.0,2
589566744,2016-04,-353.93,500,333.22,166.78,2
589566744,2016-05,-197.43,500,438.38,61.62,1
589566744,2016-06,-821.94,500,155.53,344.47,6
589566744,2016-07,-287.66,500,339.73,160.27,2
589566744,2016-08,-74.06,500,200.73,299.27,2
589566744,2016-09,-326.40999999999997,500,464.04,35.96,2
589566744,2016-10,-372.02,500,350.78,149.22,2
589566744,2016-11,-13.55,500,347.02,152.98000000000002,1
589566744,2016-12,-63.99,500,335.57,164.43,1
593072186,2016-01,-12.08,5000,0.0,5000.0,1
593072186,2016-03,-15.43,5000,0.0,5000.0,1
593072186,2016-04,-15.43,5000,0.0,5000.0,1
593072186,2016-05,-15.43,5000,0.0,5000.0,1
593072186,2016-06,-315.36,5000,15.43,4984.57,2
593072186,2016-07,-425.72,5000,305.79,4694.21,2
593072186,2016-08,-15.43,5000,691.08,4308.92,1
593072186,2016-09,-69.94,5000,696.94,4303.06,2
593072186,2016-10,-15.43,5000,726.45,4273.55,1
593072186,2016-11,-15.43,5000,716.88,4283.12,1
593072186,2016-12,-15.43,5000,707.31,4292.69,1
593440936,2016-01,-358.26,500,295.07,204.93,5
593440936,2016-02,-1857.57,500,253.26,246.74,8
593440936,2016-03,-163.79,500,123.73,376.27,8
593440936,2016-04,-2569.08,500,93.5,406.5,10
593440936,2016-05,-529.28,500,398.99,101.01,5
593440936,2016-06,-780.1800000000001,500,0.0,500.0,7
593440936,2016-07,-2139.7,500,158.8,341.2,11
593440936,2016-08,-1235.37,500,383.33,116.67,11
593440936,2016-09,-834.66,500,243.41,256.59,4
593440936,2016-10,-1267.89,500,439.54,60.46,11
593440936,2016-11,-1042.81,500,305.27,194.73,8
593440936,2016-12,-519.09,500,382.13,117.87,8
593712464,2016-01,-317.33,2500,79.05,2420.95,2
593712464,2016-02,-423.67,2500,715.19,1784.81,4
593712464,2016-03,-640.71,2500,1307.39,1192.61,3
593712464,2016-04,-227.39999999999998,2500,1404.76,1095.24,2
593712464,2016-05,-249.29,2500,1733.43,766.57,2
593712464,2016-06,-848.11,2500,796.07,1703.93,5
593712464,2016-07,-461.43999999999994,2500,1436.69,1063.31,3
593712464,2016-08,-331.55,2500,1559.69,940.31,3
593712464,2016-09,-576.89,2500,2058.47,441.53,4
593712464,2016-10,-40.81,2500,2101.47,398.53,1
593712464,2016-11,-559.23,2500,396.89,2103.11,3
593712464,2016-12,-22.42,2500,439.23,2060.77,1
594590843,2016-01,-603.95,7500,419.84,7080.16,7
594590843,2016-02,-1722.5400000000002,7500,2273.33,5226.67,9
594590843,2016-03,-1177.6599999999999,7500,3126.94,4373.06,11
594590843,2016-04,-1707.15,7500,4682.06,2817.94,10
594590843,2016-05,-1081.24,7500,6026.86,1473.14,4
594590843,2016-06,-1016.9,7500,251.3,7248.7,6
594590843,2016-07,-1253.76,7500,1219.8,6280.2,6
594590843,2016-08,-1291.72,7500,2667.59,4832.41,7
594590843,2016-09,-492.25,7500,3086.1,4413.9,5
594590843,2016-10,-733.28,7500,3819.98,3680.02,9
594590843,2016-11,-1407.8700000000001,7500,5284.1,2215.9,6
594590843,2016-12,-1001.29,7500,5816.12,1683.88,6
594674052,2016-01,-762.76,15000,727.86,14272.14,8
594674052,2016-02,-185.82,15000,797.32,14202.68,2
594674052,2016-03,-1645.72,15000,2441.49,12558.51,10
594674052,2016-04,-522.47,15000,2740.82,12259.18,6
594674052,2016-05,-1842.28,15000,4778.37,10221.63,8
594674052,2016-06,-1047.3700000000001,15000,5780.0,9220.0,5
594674052,2016-07,-1831.61,15000,7470.16,7529.84,11
594674052,2016-08,-1112.09,15000,8736.99,6263.01,9
594674052,2016-09,-1122.71,15000,9796.12,5203.88,12
594674052,2016-10,-1667.0700000000002,15000,11405.6,3594.4,10
594674052,2016-11,-529.4300000000001,15000,11824.22,3175.78,4
594674052,2016-12,-791.77,15000,12763.46,2236.54,8
595901187,2016-01,-3126.44,7500,3089.8,4410.2,18
595901187,2016-02,-1482.13,7500,4418.29,3081.71,12
595901187,2016-03,-2178.21,7500,6330.35,1169.65,16
595901187,2016-04,-3154.38,7500,5332.16,2167.84,17
595901187,2016-05,-3130.55,7500,7106.89,393.11,18
595901187,2016-06,-2395.04,7500,5787.31,1712.69,19
595901187,2016-07,-3150.31,7500,4283.49,3216.51,20
595901187,2016-08,-2573.0299999999997,7500,6888.72,611.28,19
595901187,2016-09,-1689.87,7500,6356.34,1143.66,15
595901187,2016-10,-3312.73,7500,2080.67,5419.33,23
595901187,2016-11,-1868.53,7500,3994.67,3505.33,14
595901187,2016-12,-3234.02,7500,1602.23,5897.77,21
596028898,2016-01,-936.45,7500,886.73,6613.27,7
596028898,2016-02,-819.41,7500,1500.25,5999.75,8
596028898,2016-03,-632.97,7500,2280.22,5219.78,5
596028898,2016-04,-931.39,7500,3241.23,4258.77,7
596028898,2016-05,-1150.1200000000001,7500,4356.99,3143.01,8
596028898,2016-06,-827.47,7500,5004.29,2495.71,4
596028898,2016-07,-2228.38,7500,3929.73,3570.27,18
596028898,2016-08,-1085.78,7500,5052.94,2447.06,4
596028898,2016-09,-1708.54,7500,6736.48,763.52,6
596028898,2016-10,-1565.44,7500,2099.17,5400.83,10
596028898,2016-11,-1797.92,7500,3441.45,4058.55,9
596028898,2016-12,-800.98,7500,4550.39,2949.61,7
597104974,2016-01,-863.98,2500,758.87,1741.13,3
597104974,2016-03,-576.77,2500,550.91,1949.09,7
597104974,2016-04,-81.53,2500,74.7,2425.3,3
597104974,2016-05,-518.15,2500,477.97,2022.03,8
597104974,2016-06,-947.0199999999999,2500,910.59,1589.41,10
597104974,2016-07,-1025.54,2500,645.26,1854.74,11
597104974,2016-08,-998.83,2500,992.0,1508.0,8
597104974,2016-09,-568.9,2500,562.07,1937.93,8
597104974,2016-10,-1129.84,2500,1092.49,1407.51,8
597104974,2016-11,-1083.27,2500,1033.11,1466.89,10
597104974,2016-12,-1691.85,2500,1464.71,1035.29,11
600817126,2016-01,-593.29,5000,589.77,4410.23,3
600817126,2016-03,-82.61,5000,568.29,4431.71,1
600817126,2016-04,-78.58,5000,625.9,4374.1,1
600817126,2016-05,-158.24,5000,679.48,4320.52,1
600817126,2016-06,-847.11,5000,1517.04,3482.96,4
600817126,2016-07,-537.86,5000,2017.62,2982.38,3
600817126,2016-08,-908.12,5000,2847.78,2152.22,3
600817126,2016-10,-135.45,5000,3030.81,1969.19,1
600817126,2016-11,-105.87,5000,3211.63,1788.37,2
600817126,2016-12,-710.77,5000,3222.13,1777.87,1
601166972,2016-01,-2847.54,5000,2580.58,2419.42,13
601166972,2016-02,-644.47,5000,3297.56,1702.44,8
601166972,2016-03,-1937.6599999999999,5000,838.61,4161.39,15
601166972,2016-04,-1642.8,5000,2532.73,2467.27,17
601166972,2016-05,-1693.44,5000,4180.17,819.83,19
601166972,2016-06,-1762.6799999999998,5000,1600.49,3399.51,15
601166972,2016-07,-1576.15,5000,2937.43,2062.57,17
601166972,2016-08,-1145.44,5000,4327.41,672.59,14
601166972,2016-09,-931.86,5000,2421.6,2578.4,18
601166972,2016-10,-3479.22,5000,3476.78,1523.22,22
601166972,2016-11,-1192.82,5000,4644.63,355.37,15
601166972,2016-12,-1818.34,5000,3855.69,1144.31,19
601264054,2016-01,-2347.88,7500,2073.92,5426.08,14
601264054,2016-02,-194.89,7500,2431.55,5068.45,4
601264054,2016-03,-5224.91,7500,4466.6,3033.4,21
601264054,2016-04,-1023.65,7500,5298.27,2201.73,9
601264054,2016-05,-1778.79,7500,6997.98,502.02,12
601264054,2016-06,-1009.62,7500,4211.84,3288.16,6
601264054,2016-07,-2043.44,7500,6580.99,919.01,11
601264054,2016-08,-875.56,7500,3054.34,4445.66,7
601264054,2016-09,-1071.55,7500,4458.5,3041.5,11
601264054,2016-10,-2045.58,7500,6088.84,1411.16,14
601264054,2016-11,-2092.32,7500,1682.66,5817.34,11
601264054,2016-12,-575.99,7500,2215.55,5284.45,5
601811783,2016-01,-211.53,1000,0.0,1000.0,1
601811783,2016-02,-168.76999999999998,1000,309.52,690.48,2
601811783,2016-03,-31.06,1000,330.3,669.7,1
601811783,2016-06,-3.24,1000,336.36,663.64,1
601811783,2016-07,-211.5,1000,317.84,682.16,2
601811783,2016-08,-3.24,1000,501.1,498.9,1
601811783,2016-09,-3.24,1000,479.34,520.6600000000001,1
601811783,2016-10,-3.24,1000,457.58,542.42,1
601811783,2016-11,-338.95,1000,439.06,560.94,2
601811783,2016-12,-71.38,1000,753.01,246.99,2
603731418,2016-01,-592.15,5000,364.03,4635.97,2
603731418,2016-03,-283.85,5000,133.05,4866.95,2
603731418,2016-04,-80.3,5000,0.0,5000.0,1
603731418,2016-05,-20.28,5000,0.0,5000.0,1
603731418,2016-06,-143.49,5000,121.09,4878.91,3
603731418,2016-08,-16.56,5000,0.0,5000.0,1
603731418,2016-09,-309.83,5000,0.0,5000.0,1
603794094,2016-01,-707.91,5000,699.6,4300.4,4
603794094,2016-02,-193.18,5000,867.78,4132.22,2
603794094,2016-03,-1231.05,5000,1885.86,3114.14,9
603794094,2016-04,-327.90999999999997,5000,2228.33,2771.67,4
603794094,2016-05,-948.0,5000,3225.85,1774.15,4
603794094,2016-06,-1186.96,5000,4405.77,594.23,10
603794094,2016-07,-1201.12,5000,4163.77,836.23,10
603794094,2016-08,-1177.72,5000,2971.38,2028.62,8
603794094,2016-09,-523.25,5000,3468.31,1531.69,5
603794094,2016-10,-1436.4,5000,4458.76,541.24,8
603794094,2016-11,-828.78,5000,2194.65,2805.35,4
603794094,2016-12,-561.63,5000,2782.08,2217.92,6
604712015,2016-02,-113.48,15000,0.0,15000.0,1
604712015,2016-05,-136.82,15000,0.0,15000.0,1
604712015,2016-06,-438.61,15000,430.12,14569.88,2
604712015,2016-07,-8.49,15000,0.0,15000.0,1
604712015,2016-08,-137.29000000000002,15000,98.67,14901.33,3
604712015,2016-09,-866.5,15000,858.57,14141.43,3
604712015,2016-10,-259.29,15000,8.49,14991.51,2
604712015,2016-11,-8.49,15000,0.0,15000.0,1
604712015,2016-12,-55.86,15000,47.37,14952.63,2
604878742,2016-01,-7005.67,7500,7014.66,485.34,41
604878742,2016-02,-4733.95,7500,5683.79,1816.21,37
604878742,2016-03,-4679.43,7500,3635.78,3864.22,29
604878742,2016-04,-8251.85,7500,4850.62,2649.38,40
604878742,2016-05,-5847.91,7500,3988.71,3511.29,43
604878742,2016-06,-4852.09,7500,1046.38,6453.62,31
604878742,2016-07,-6846.6,7500,4203.71,3296.29,48
604878742,2016-08,-5981.17,7500,6865.19,634.81,34
604878742,2016-09,-4207.66,7500,4715.56,2784.44,27
604878742,2016-10,-5645.28,7500,3276.14,4223.86,37
604878742,2016-11,-5463.03,7500,2229.63,5270.37,34
604878742,2016-12,-4331.61,7500,6339.87,1160.13,28
605042720,2016-03,-7.55,5000,0.0,5000.0,1
605042720,2016-04,-7.55,5000,0.0,5000.0,1
605042720,2016-05,-7.55,5000,0.0,5000.0,1
605042720,2016-06,-7.55,5000,0.0,5000.0,1
605042720,2016-07,-7.55,5000,0.0,5000.0,1
605042720,2016-08,-7.55,5000,0.0,5000.0,1
605042720,2016-09,-7.55,5000,0.0,5000.0,1
605042720,2016-10,-7.55,5000,0.0,5000.0,1
605042720,2016-11,-7.55,5000,0.0,5000.0,1
605042720,2016-12,-7.55,5000,0.0,5000.0,1
607392313,2016-01,-730.15,7500,700.33,6799.67,4
607392313,2016-02,-706.62,7500,1398.5,6101.5,9
607392313,2016-03,-590.17,7500,1817.38,5682.62,7
607392313,2016-04,-584.9,7500,2523.57,4976.43,5
607392313,2016-05,-872.41,7500,3355.14,4144.86,12
607392313,2016-06,-1098.31,7500,4367.08,3132.92,13
607392313,2016-07,-1348.62,7500,5767.91,1732.09,12
607392313,2016-08,-795.8100000000001,7500,6538.72,961.28,9
607392313,2016-09,-457.16999999999996,7500,6970.89,529.11,7
607392313,2016-10,-985.4,7500,835.43,6664.57,9
607392313,2016-11,-655.28,7500,1465.71,6034.29,9
607392313,2016-12,-1790.98,7500,3172.18,4327.82,11
607695601,2016-01,-1500.6599999999999,15000,1358.02,13641.98,6
607695601,2016-02,-154.01,15000,79.4,14920.6,2
607695601,2016-03,-836.44,15000,528.76,14471.24,5
607695601,2016-04,-1964.54,15000,1933.28,13066.72,8
607695601,2016-05,-386.97999999999996,15000,376.01,14623.99,5
607695601,2016-06,-498.92,15000,407.78,14592.22,4
607695601,2016-07,-1306.03,15000,1256.08,13743.92,8
607695601,2016-08,-689.97,15000,486.21,14513.79,6
607695601,2016-09,-184.43,15000,133.05,14866.95,3
607695601,2016-10,-630.05,15000,582.6,14417.4,8
607695601,2016-11,-677.4,15000,575.31,14424.69,10
607695601,2016-12,-122.00999999999999,15000,71.38,14928.62,4
609551361,2016-01,-18.97,7500,0.0,7500.0,1
609551361,2016-02,-210.22000000000003,7500,152.55,7347.45,2
609551361,2016-03,-887.38,7500,1012.31,6487.69,4
609551361,2016-04,-166.88,7500,1161.43,6338.57,3
609551361,2016-05,-407.53,7500,1538.69,5961.31,5
609551361,2016-06,-133.42,7500,1647.11,5852.89,4
609551361,2016-07,-328.28999999999996,7500,1950.4,5549.6,5
609551361,2016-08,-1061.49,7500,2447.06,5052.94,4
609551361,2016-09,-227.07,7500,3135.96,4364.04,3
609551361,2016-10,-262.84000000000003,7500,3413.22,4086.78,4
609551361,2016-11,-153.8,7500,3553.95,3946.05,4
609551361,2016-12,-475.79999999999995,7500,4006.4,3493.6,5
611961325,2016-01,-234.34,5000,204.86,4795.14,3
611961325,2016-02,-72.4,5000,16.23,4983.77,2
611961325,2016-04,-129.1,5000,100.25,4899.75,2
611961325,2016-06,-531.46,5000,526.94,4473.06,3
611961325,2016-07,-790.08,5000,242.5,4757.5,4
611961325,2016-08,-252.59,5000,0.0,5000.0,1
611961325,2016-09,-429.17999999999995,5000,146.9,4853.1,5
611961325,2016-11,-201.99,5000,162.24,4837.76,4
611961325,2016-12,-393.90999999999997,5000,301.53,4698.47,5
612003824,2016-07,-68.33,20000,63.38,19936.62,2
613709527,2016-01,-2553.21,250,138.04,111.96,20
613709527,2016-02,-2353.45,250,125.29,124.71,22
613709527,2016-03,-2216.74,250,215.75,34.25,20
613709527,2016-04,-2259.71,250,46.92,203.08,21
613709527,2016-05,-3383.54,250,42.98,207.02,22
613709527,2016-06,-3114.96,250,68.92,181.08,23
613709527,2016-07,-3710.4700000000003,250,0.0,250.0,23
613709527,2016-08,-3847.58,250,89.59,160.41,23
613709527,2016-09,-3856.24,250,234.46,15.54,28
613709527,2016-10,-3845.2000000000003,250,277.03,-27.03,30
613709527,2016-11,-2786.16,250,0.0,250.0,21
613709527,2016-12,-3327.9700000000003,250,0.0,250.0,25
614694930,2016-05,-244.39,15000,0.0,15000.0,1
614694930,2016-11,-66.67,15000,219.39,14780.61,1
614694930,2016-12,-101.07,15000,261.06,14738.94,1
617540437,2016-01,-3584.2200000000003,250,114.81,135.19,27
617540437,2016-02,-2769.39,250,95.36,154.64,18
617540437,2016-03,-2285.85,250,98.36,151.64,23
617540437,2016-04,-3265.97,250,234.45,15.55,17
617540437,2016-05,-3349.74,250,183.84,66.16,28
617540437,2016-06,-4066.54,250,0.0,250.0,36
617540437,2016-07,-3096.08,250,51.94,198.06,21
617540437,2016-08,-2071.11,250,72.95,177.05,25
617540437,2016-09,-5045.0199999999995,250,124.3,125.7,36
617540437,2016-10,-4559.98,250,59.54,190.46,27
617540437,2016-11,-5386.04,250,98.3,151.7,35
617540437,2016-12,-2342.66,250,72.0,178.0,18
622138951,2016-12,-8.06,2500,0.0,2500.0,1
624680790,2016-01,-1595.72,50000,1187.89,48812.11,5
624680790,2016-02,-743.52,50000,2304.35,47695.65,6
624680790,2016-03,-795.09,50000,2768.73,47231.27,5
624680790,2016-04,-550.0600000000001,50000,3621.77,46378.23,9
624680790,2016-05,-2612.97,50000,6099.92,43900.08,10
624680790,2016-06,-1791.6200000000001,50000,7713.9,42286.1,12
624680790,2016-07,-451.65999999999997,50000,8127.88,41872.12,6
624680790,2016-08,-673.25,50000,8913.19,41086.81,9
624680790,2016-09,-990.85,50000,9968.98,40031.02,8
624680790,2016-10,-874.05,50000,10748.39,39251.61,5
624680790,2016-11,-1542.03,50000,12140.29,37859.71,9
624680790,2016-12,-733.58,50000,13052.97,36947.03,13
625056390,2016-03,-143.51999999999998,5000,114.57,4885.43,2
625056390,2016-04,-294.02,5000,183.34,4816.66,2
625056390,2016-12,-535.56,5000,834.43,4165.57,2
625658679,2016-02,-195.64,5000,93.8,4906.2,3
625658679,2016-03,-1629.16,5000,1713.59,3286.41,6
625658679,2016-04,-1304.24,5000,3066.88,1933.12,8
625658679,2016-05,-396.87,5000,3386.96,1613.04,6
625658679,2016-06,-816.99,5000,3993.21,1006.79,5
625658679,2016-07,-499.96,5000,4669.36,330.64,5
625658679,2016-08,-655.89,5000,1372.42,3627.58,8
625658679,2016-09,-471.52,5000,1817.04,3182.96,3
625658679,2016-10,-540.52,5000,1851.44,3148.56,2
625658679,2016-11,-1174.36,5000,3484.44,1515.56,7
625658679,2016-12,-449.26,5000,3942.17,1057.83,5
625864354,2016-01,-416.29,7500,245.43,7254.57,5
625864354,2016-02,-43.92,7500,15.55,7484.45,3
625864354,2016-03,-474.79,7500,397.22,7102.78,4
625864354,2016-04,-911.95,7500,1200.79,6299.21,6
625864354,2016-05,-223.16999999999996,7500,202.84,7297.16,6
625864354,2016-06,-236.35,7500,224.59,7275.41,4
625864354,2016-07,-654.7,7500,0.0,7500.0,2
625864354,2016-08,-1588.44,7500,1579.24,5920.76,10
625864354,2016-09,-1027.27,7500,977.11,6522.89,7
625864354,2016-10,-708.44,7500,663.49,6836.51,5
625864354,2016-11,-378.28999999999996,7500,266.05,7233.95,4
625864354,2016-12,-375.05,7500,375.05,7124.95,4
626983390,2016-09,-395.38,10000,319.41,9680.59,3
626983390,2016-10,-379.85,10000,303.88,9696.12,5
626983390,2016-11,-303.88,10000,227.91,9772.09,4
626983390,2016-12,-303.88,10000,227.91,9772.09,4
630166253,2016-01,-63.5,250,0.0,250.0,1
630166253,2016-02,63.5,250,0.0,250.0,1
630166253,2016-04,-306.74,250,0.0,250.0,1
630166253,2016-06,-167.31,250,9.14,240.86,2
630166253,2016-07,-235.89,250,34.63,215.37,3
630166253,2016-08,-315.13,250,9.14,240.86,2
630166253,2016-09,-9.14,250,0.0,250.0,1
630166253,2016-10,-9.14,250,0.0,250.0,1
630166253,2016-11,-9.14,250,0.0,250.0,1
630166253,2016-12,-381.46999999999997,250,0.0,250.0,2
630456222,2016-04,-701.84,250,0.0,250.0,1
630456222,2016-06,-100.79,250,63.66,186.34,2
630456222,2016-07,-11.62,250,50.28,199.72,1
630456222,2016-08,-11.62,250,36.9,213.1,1
630456222,2016-09,-11.62,250,23.52,226.48,1
630456222,2016-10,-11.62,250,10.14,239.86,1
630456222,2016-11,-11.62,250,0.0,250.0,1
630456222,2016-12,-11.62,250,0.0,250.0,1
631747753,2016-01,-5247.21,15000,5006.19,9993.81,33
631747753,2016-02,-2610.6,15000,2295.18,12704.82,24
631747753,2016-03,-1820.57,15000,1771.6,13228.4,26
631747753,2016-04,-5731.9400000000005,15000,5340.23,9659.77,32
631747753,2016-05,-8399.0,15000,8042.16,6957.84,48
631747753,2016-06,-4799.87,15000,4769.64,10230.36,37
631747753,2016-07,-3440.02,15000,3258.72,11741.28,43
631747753,2016-08,-6161.63,15000,6118.89,8881.11,43
631747753,2016-09,-6052.48,15000,5672.99,9327.01,37
631747753,2016-10,-2716.55,15000,2782.11,12217.89,28
631747753,2016-11,-7008.5,15000,7002.0,7998.0,37
631747753,2016-12,-4318.17,15000,4313.79,10686.21,35
637543643,2016-01,-432.88,15000,421.1,14578.9,5
637543643,2016-02,-0.16,15000,407.88,14592.12,1
637543643,2016-03,-4.68,15000,387.41,14612.59,2
637543643,2016-04,-526.1800000000001,15000,695.67,14304.33,3
637543643,2016-06,-903.0600000000001,15000,1707.78,13292.22,6
637543643,2016-07,-655.78,15000,2248.0,12752.0,5
637543643,2016-08,-638.1800000000001,15000,2777.41,12222.59,2
637543643,2016-09,-389.42,15000,3373.24,11626.76,3
637543643,2016-10,-65.72,15000,3379.55,11620.45,2
637543643,2016-11,-220.88,15000,3399.06,11600.94,2
637543643,2016-12,-677.67,15000,4053.14,10946.86,2
638030756,2016-01,-151.6,50000,0.0,50000.0,1
638030756,2016-02,-124.89999999999999,50000,39.88,49960.12,3
638030756,2016-03,-636.0899999999999,50000,494.78,49505.22,3
638030756,2016-04,-568.24,50000,555.16,49444.84,3
638030756,2016-06,-228.63,50000,96.21,49903.79,2
638030756,2016-07,-102.88999999999999,50000,37.04,49962.96,2
638030756,2016-08,-450.35,50000,165.2,49834.8,3
638030756,2016-09,-46.99,50000,0.0,50000.0,1
638030756,2016-10,-501.03999999999996,50000,286.28,49713.72,2
638030756,2016-11,-23.28,50000,0.0,50000.0,1
638030756,2016-12,-566.3199999999999,50000,358.81,49641.19,3
638539506,2016-01,-1707.56,1000,726.0,274.0,10
638539506,2016-02,-921.14,1000,898.98,101.02,10
638539506,2016-03,-2201.53,1000,192.15,807.85,11
638539506,2016-04,-1407.5,1000,297.63,702.37,7
638539506,2016-05,-340.43,1000,318.27,681.73,7
638539506,2016-06,-1527.87,1000,722.3,277.7,16
638539506,2016-07,-2179.86,1000,97.33,902.67,14
638539506,2016-08,-309.01,1000,245.15,754.85,6
638539506,2016-09,-921.57,1000,851.45,148.55,8
638539506,2016-10,-966.4399999999999,1000,644.31,355.69,6
638539506,2016-11,-1084.25,1000,591.69,408.31,11
638539506,2016-12,-1270.0,1000,861.02,138.98,9
642021510,2016-01,-139.78,7500,101.6,7398.4,4
642021510,2016-02,-44.33,7500,26.96,7473.04,3
642021510,2016-03,-623.76,7500,585.29,6914.71,5
642021510,2016-04,-86.05999999999995,7500,919.56,6580.44,5
642021510,2016-05,-746.3199999999999,7500,554.64,6945.36,6
642021510,2016-06,83.50999999999996,7500,52.55,7447.45,6
642021510,2016-07,-525.48,7500,918.19,6581.81,10
642021510,2016-08,-423.44000000000005,7500,384.97,7115.03,5
642021510,2016-09,-254.49,7500,205.04,7294.96,4
642021510,2016-10,-407.56,7500,382.92,7117.08,6
642021510,2016-11,-312.74,7500,247.06,7252.94,6
642021510,2016-12,-410.06,7500,371.59,7128.41,6
642308149,2016-01,-859.89,10000,844.02,9155.98,7
642308149,2016-02,-501.86,10000,1320.88,8679.12,6
642308149,2016-03,-358.96999999999997,10000,1654.85,8345.15,6
642308149,2016-04,-677.84,10000,2307.69,7692.31,6
642308149,2016-05,-1540.68,10000,3823.37,6176.63,12
642308149,2016-06,-2040.96,10000,5525.52,4474.48,8
642308149,2016-07,-877.03,10000,6691.36,3308.64,6
642308149,2016-08,-941.8599999999999,10000,7240.06,2759.94,4
642308149,2016-09,-1142.01,10000,8268.14,1731.86,10
642308149,2016-10,-1073.63,10000,6570.74,3429.26,6
642308149,2016-11,-869.8,10000,7415.54,2584.46,6
642308149,2016-12,-890.8000000000001,10000,8281.34,1718.66,6
644126122,2016-01,-1745.3,50000,1730.62,48269.38,9
644126122,2016-02,-477.60999999999996,50000,2188.63,47811.37,3
644126122,2016-03,-147.84,50000,2301.04,47698.96,3
644126122,2016-04,-936.02,50000,3168.44,46831.56,6
644126122,2016-05,-898.32,50000,3927.76,46072.24,6
644126122,2016-06,-559.1899999999999,50000,4635.22,45364.78,6
644126122,2016-07,-821.5500000000001,50000,5375.31,44624.69,7
644126122,2016-08,-1115.05,50000,6479.6,43520.4,6
644126122,2016-09,-1244.87,50000,7741.69,42258.31,6
644126122,2016-10,-412.46999999999997,50000,8129.16,41870.84,8
644126122,2016-11,-1336.92,50000,9441.08,40558.92,4
644126122,2016-12,-551.08,50000,9967.13,40032.87,7
645051799,2016-01,-359.26,2500,325.35,2174.65,4
645051799,2016-02,-831.6,2500,1165.86,1334.14,3
645051799,2016-03,-552.08,2500,1597.79,902.21,3
645051799,2016-04,-286.02,2500,1911.1,588.9,2
645051799,2016-05,-838.0799999999999,2500,164.84,2335.16,4
645051799,2016-06,-996.24,2500,1244.4,1255.6,4
645051799,2016-07,-202.4,2500,1385.05,1114.95,3
645051799,2016-08,-167.10999999999999,2500,1558.41,941.59,2
645051799,2016-09,-1430.83,2500,2329.52,170.48,6
645051799,2016-10,-914.85,2500,291.09,2208.91,7
645051799,2016-11,-684.93,2500,1641.25,858.75,9
645051799,2016-12,-288.28,2500,1962.89,537.11,3
646126950,2016-01,-783.89,7500,698.34,6801.66,12
646126950,2016-02,-1708.26,7500,1757.74,5742.26,14
646126950,2016-03,-2220.69,7500,2126.58,5373.42,13
646126950,2016-04,-2948.52,7500,2710.92,4789.08,12
646126950,2016-05,-1431.83,7500,1288.66,6211.34,19
646126950,2016-06,-2239.36,7500,1964.39,5535.61,19
646126950,2016-07,-3636.81,7500,3588.61,3911.39,20
646126950,2016-08,-1299.7,7500,1251.5,6248.5,10
646126950,2016-09,-1077.08,7500,1028.88,6471.12,8
646126950,2016-10,-2181.55,7500,2021.16,5478.84,20
646126950,2016-11,-2717.52,7500,2615.8,4884.2,20
646126950,2016-12,-2113.2,7500,2072.17,5427.83,20
647040313,2016-01,-34.72,2500,0.0,2500.0,1
647040313,2016-02,-170.39,2500,148.98,2351.02,4
647040313,2016-03,-103.3,2500,221.68,2278.32,3
647040313,2016-04,-62.29,2500,263.99,2236.01,2
647040313,2016-05,-168.51999999999998,2500,409.22,2090.78,3
647040313,2016-06,-86.25999999999999,2500,474.48,2025.52,3
647040313,2016-07,-160.34,2500,536.64,1963.36,3
647040313,2016-08,-91.74,2500,671.98,1828.02,3
647040313,2016-09,-793.1999999999999,2500,1462.84,1037.16,4
647040313,2016-10,-203.32999999999998,2500,1641.17,858.83,4
647040313,2016-11,-74.19,2500,1690.36,809.64,3
647040313,2016-12,-68.21000000000001,2500,1710.91,789.09,2
649936224,2016-03,-121.19,2500,0.0,2500.0,1
649936224,2016-05,-407.04,2500,96.19,2403.81,1
649936224,2016-06,-7.66,2500,478.23,2021.77,1
649936224,2016-07,-188.01,2500,641.24,1858.76,2
649936224,2016-08,-7.66,2500,623.9,1876.1,1
649936224,2016-09,-256.16,2500,659.82,1840.18,4
649936224,2016-10,-58.92,2500,888.98,1611.02,3
649936224,2016-11,-215.71,2500,1020.09,1479.91,6
649936224,2016-12,-333.12,2500,1387.81,1112.19,7
653689523,2016-05,-152.86,10000,0.0,10000.0,1
653689523,2016-09,-17.25,10000,127.86,9872.14,1
653689523,2016-11,-95.1,10000,120.11,9879.89,1
